Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:08.846,,48
2,44,Lewis HamiltonHAM,Mercedes,1:08.849,+0.003s,43
3,5,Sebastian VettelVET,Ferrari,1:08.919,+0.073s,42
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:09.164,+0.318s,44
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:09.339,+0.493s,28
6,7,Kimi RäikkönenRAI,Ferrari,1:09.412,+0.566s,42
7,8,Romain GrosjeanGRO,Haas Ferrari,1:09.769,+0.923s,44
8,16,Charles LeclercLEC,Sauber Ferrari,1:09.943,+1.097s,44
9,20,Kevin MagnussenMAG,Haas Ferrari,1:10.007,+1.161s,39
10,31,Esteban OconOCO,Force India Mercedes,1:10.159,+1.313s,45
11,11,Sergio PerezPER,Force India Mercedes,1:10.320,+1.474s,23
12,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:10.330,+1.484s,44
13,14,Fernando AlonsoALO,McLaren Renault,1:10.332,+1.486s,36
14,55,Carlos SainzSAI,Renault,1:10.458,+1.612s,48
15,9,Marcus EricssonERI,Sauber Ferrari,1:10.532,+1.686s,44
16,35,Sergey SirotkinSIR,Williams Mercedes,1:10.569,+1.723s,46
17,2,Stoffel VandoorneVAN,McLaren Renault,1:10.596,+1.750s,26
18,18,Lance StrollSTR,Williams Mercedes,1:10.662,+1.816s,44
19,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:10.734,+1.888s,46
20,27,Nico HulkenbergHUL,Renault,1:11.674,+2.828s,6
