Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:33.482,,26
2,7,Kimi RäikkönenRAI,Ferrari,1:33.489,+0.007s,26
3,77,Valtteri BottasBOT,Mercedes,1:33.515,+0.033s,27
4,5,Sebastian VettelVET,Ferrari,1:33.590,+0.108s,27
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:33.823,+0.341s,26
6,27,Nico HulkenbergHUL,Renault,1:34.313,+0.831s,30
7,20,Kevin MagnussenMAG,Haas Ferrari,1:34.458,+0.976s,26
8,55,Carlos SainzSAI,Renault,1:34.473,+0.991s,28
9,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:34.557,+1.075s,26
10,14,Fernando AlonsoALO,McLaren Renault,1:34.632,+1.150s,23
11,11,Sergio PerezPER,Force India Mercedes,1:34.792,+1.310s,30
12,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:34.849,+1.367s,33
13,31,Esteban OconOCO,Force India Mercedes,1:34.874,+1.392s,30
14,2,Stoffel VandoorneVAN,McLaren Renault,1:35.163,+1.681s,22
15,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:35.333,+1.851s,37
16,35,Sergey SirotkinSIR,Williams Mercedes,1:35.340,+1.858s,31
17,9,Marcus EricssonERI,Sauber Ferrari,1:35.624,+2.142s,29
18,16,Charles LeclercLEC,Sauber Ferrari,1:35.916,+2.434s,26
19,8,Romain GrosjeanGRO,Haas Ferrari,1:36.471,+2.989s,26
20,18,Lance StrollSTR,Williams Mercedes,1:37.147,+3.665s,19
