Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:28.217,,31
2,77,Valtteri BottasBOT,Mercedes,1:28.678,+0.461s,30
3,5,Sebastian VettelVET,Ferrari,1:29.050,+0.833s,36
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:29.257,+1.040s,32
5,7,Kimi RäikkönenRAI,Ferrari,1:29.498,+1.281s,33
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:29.513,+1.296s,27
7,31,Esteban OconOCO,Force India Mercedes,1:30.035,+1.818s,32
8,8,Romain GrosjeanGRO,Haas Ferrari,1:30.440,+2.223s,32
9,9,Marcus EricssonERI,Sauber Ferrari,1:30.478,+2.261s,33
10,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:30.502,+2.285s,27
11,11,Sergio PerezPER,Force India Mercedes,1:30.510,+2.293s,28
12,27,Nico HulkenbergHUL,Renault,1:30.644,+2.427s,36
13,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:30.795,+2.578s,10
14,55,Carlos SainzSAI,Renault,1:30.904,+2.687s,31
15,16,Charles LeclercLEC,Sauber Ferrari,1:30.906,+2.689s,26
16,20,Kevin MagnussenMAG,Haas Ferrari,1:30.956,+2.739s,25
17,14,Fernando AlonsoALO,McLaren Renault,1:30.988,+2.771s,34
18,35,Sergey SirotkinSIR,Williams Mercedes,1:31.087,+2.870s,39
19,18,Lance StrollSTR,Williams Mercedes,1:31.215,+2.998s,32
20,2,Stoffel VandoorneVAN,McLaren Renault,1:31.981,+3.764s,32
