Pos,No,Driver,Car,Time,Gap,Laps
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:42.795,,35
2,7,Kimi RäikkönenRAI,Ferrari,1:42.864,+0.069s,33
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:42.911,+0.116s,27
4,77,Valtteri BottasBOT,Mercedes,1:43.570,+0.775s,25
5,44,Lewis HamiltonHAM,Mercedes,1:43.603,+0.808s,31
6,14,Fernando AlonsoALO,McLaren Renault,1:43.700,+0.905s,34
7,31,Esteban OconOCO,Force India Mercedes,1:43.814,+1.019s,30
8,55,Carlos SainzSAI,Renault,1:43.834,+1.039s,36
9,20,Kevin MagnussenMAG,Haas Ferrari,1:43.977,+1.182s,29
10,27,Nico HulkenbergHUL,Renault,1:44.091,+1.296s,33
11,5,Sebastian VettelVET,Ferrari,1:44.127,+1.332s,38
12,11,Sergio PerezPER,Force India Mercedes,1:44.142,+1.347s,31
13,8,Romain GrosjeanGRO,Haas Ferrari,1:44.425,+1.630s,27
14,18,Lance StrollSTR,Williams Mercedes,1:44.459,+1.664s,31
15,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:44.712,+1.917s,39
16,16,Charles LeclercLEC,Sauber Ferrari,1:44.940,+2.145s,30
17,35,Sergey SirotkinSIR,Williams Mercedes,1:45.007,+2.212s,33
18,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:45.051,+2.256s,36
19,2,Stoffel VandoorneVAN,McLaren Renault,1:45.288,+2.493s,29
20,9,Marcus EricssonERI,Sauber Ferrari,1:46.042,+3.247s,9
