Pos,No,Driver,Car,Time,Gap,Laps
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:11.841,,33
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:12.035,+0.194s,41
3,5,Sebastian VettelVET,Ferrari,1:12.413,+0.572s,42
4,44,Lewis HamiltonHAM,Mercedes,1:12.536,+0.695s,34
5,7,Kimi RäikkönenRAI,Ferrari,1:12.543,+0.702s,36
6,77,Valtteri BottasBOT,Mercedes,1:12.642,+0.801s,38
7,27,Nico HulkenbergHUL,Renault,1:13.047,+1.206s,30
8,2,Stoffel VandoorneVAN,McLaren Renault,1:13.077,+1.236s,40
9,14,Fernando AlonsoALO,McLaren Renault,1:13.115,+1.274s,42
10,55,Carlos SainzSAI,Renault,1:13.200,+1.359s,34
11,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:13.222,+1.381s,47
12,11,Sergio PerezPER,Force India Mercedes,1:13.370,+1.529s,39
13,31,Esteban OconOCO,Force India Mercedes,1:13.382,+1.541s,47
14,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:13.410,+1.569s,32
15,35,Sergey SirotkinSIR,Williams Mercedes,1:13.547,+1.706s,44
16,20,Kevin MagnussenMAG,Haas Ferrari,1:13.572,+1.731s,41
17,16,Charles LeclercLEC,Sauber Ferrari,1:13.575,+1.734s,45
18,8,Romain GrosjeanGRO,Haas Ferrari,1:13.763,+1.922s,37
19,18,Lance StrollSTR,Williams Mercedes,1:14.011,+2.170s,34
20,9,Marcus EricssonERI,Sauber Ferrari,1:14.173,+2.332s,46
