Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:37.236,,37
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:37.280,+0.044s,32
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:37.428,+0.192s,31
4,44,Lewis HamiltonHAM,Mercedes,1:37.443,+0.207s,35
5,7,Kimi RäikkönenRAI,Ferrari,1:37.461,+0.225s,40
6,5,Sebastian VettelVET,Ferrari,1:37.569,+0.333s,39
7,8,Romain GrosjeanGRO,Haas Ferrari,1:38.060,+0.824s,30
8,27,Nico HulkenbergHUL,Renault,1:38.230,+0.994s,36
9,20,Kevin MagnussenMAG,Haas Ferrari,1:38.318,+1.082s,30
10,31,Esteban OconOCO,Force India Mercedes,1:38.402,+1.166s,33
11,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:38.506,+1.270s,32
12,55,Carlos SainzSAI,Renault,1:38.511,+1.275s,37
13,14,Fernando AlonsoALO,McLaren Renault,1:38.725,+1.489s,35
14,11,Sergio PerezPER,Force India Mercedes,1:38.806,+1.570s,31
15,16,Charles LeclercLEC,Sauber Ferrari,1:38.831,+1.595s,33
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:38.957,+1.721s,35
17,9,Marcus EricssonERI,Sauber Ferrari,1:39.502,+2.266s,36
18,2,Stoffel VandoorneVAN,McLaren Renault,1:39.938,+2.702s,18
19,18,Lance StrollSTR,Williams Mercedes,1:40.046,+2.810s,33
20,35,Sergey SirotkinSIR,Williams Mercedes,1:40.935,+3.699s,39
