Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:33.385,,35
2,77,Valtteri BottasBOT,Mercedes,1:33.584,+0.199s,33
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:33.827,+0.442s,32
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:33.844,+0.459s,37
5,5,Sebastian VettelVET,Ferrari,1:33.928,+0.543s,33
6,7,Kimi RäikkönenRAI,Ferrari,1:34.388,+1.003s,31
7,11,Sergio PerezPER,Force India Mercedes,1:35.122,+1.737s,30
8,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:35.137,+1.752s,28
9,31,Esteban OconOCO,Force India Mercedes,1:35.147,+1.762s,33
10,9,Marcus EricssonERI,Sauber Ferrari,1:35.295,+1.910s,35
11,20,Kevin MagnussenMAG,Haas Ferrari,1:35.331,+1.946s,33
12,55,Carlos SainzSAI,Renault,1:35.341,+1.956s,37
13,16,Charles LeclercLEC,Sauber Ferrari,1:35.432,+2.047s,32
14,27,Nico HulkenbergHUL,Renault,1:35.568,+2.183s,35
15,8,Romain GrosjeanGRO,Haas Ferrari,1:35.911,+2.526s,35
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:36.024,+2.639s,29
17,14,Fernando AlonsoALO,McLaren Renault,1:36.074,+2.689s,34
18,2,Stoffel VandoorneVAN,McLaren Renault,1:36.617,+3.232s,31
19,35,Sergey SirotkinSIR,Williams Mercedes,1:36.861,+3.476s,39
20,18,Lance StrollSTR,Williams Mercedes,1:37.001,+3.616s,35
