Pos,No,Driver,Car,Time
1,3,Graham HillHIL,BRM,1:09.840
2,7,John SurteesSUR,Ferrari,1:10.120
3,1,Jim ClarkCLA,Lotus Climax,1:10.210
4,5,Dan GurneyGUR,Brabham Ford,1:10.400
5,4,Richie GintherGIN,BRM,1:10.400
6,6,Jack BrabhamBRA,Brabham Ford,1:10.570
7,8,Lorenzo BandiniBAN,Ferrari,1:10.630
8,2,Mike SpenceSPE,Lotus Climax,1:11.000
9,9,Bruce McLarenMCL,Cooper Climax,1:11.250
10,11,Jo BonnierBON,Cooper Climax,1:11.590
11,14,Innes IrelandIRE,Lotus BRM,1:11.600
12,20,Jo SiffertSIF,Lotus BRM,1:11.820
13,12,Jochen RindtRIN,Cooper Climax,1:12.000
14,22,Bob AndersonAND,Brabham Climax,1:12.040
15,18,Giancarlo BaghettiBAG,BRM,1:12.100
16,15,Trevor  Taylor TAY,Lotus BRM,1:12.230
17,16,Chris AmonAMO,Lotus Climax,1:12.280
18,17,Mike HailwoodHAI,Lotus Climax,1:12.400
19,19,Tony MaggsMAG,BRM,1:12.400
20,10,Phil HillHIL,Cooper Climax,1:13.150
