Pos,No,Driver,Car,Time
1,1,Jim ClarkCLA,Lotus Climax,1:57.240
2,6,Dan GurneyGUR,Brabham Ford,1:58.100
3,8,Lorenzo BandiniBAN,Ferrari,1:58.600
4,7,John SurteesSUR,Ferrari,1:58.700
5,2,Mike SpenceSPE,Lotus Climax,1:59.210
6,3,Graham HillHIL,BRM,1:59.800
7,5,Jack BrabhamBRA,Brabham Ford,1:59.990
8,16,Jo BonnierBON,Cooper Climax,2:00.170
9,18,Pedro RodriguezROD,Ferrari,2:00.900
10,9,Bruce McLarenMCL,Cooper Climax,2:01.120
11,4,Richie GintherGIN,BRM,2:01.150
12,15,Chris AmonAMO,Lotus Climax,2:01.170
13,22,Jo SiffertSIF,Cooper Climax,2:01.370
14,17,Moises SolanaSOL,Lotus Climax,2:01.430
15,10,Phil HillHIL,Cooper Climax,2:02.000
16,11,Innes IrelandIRE,Lotus BRM,2:02.350
17,14,Mike HailwoodHAI,Lotus Climax,2:04.110
18,12,Trevor  Taylor TAY,Lotus BRM,2:04.900
19,23,Hap  Sharp SHA,Cooper Climax,2:06.900
