Pos,No,Driver,Car,Time
1,2,John SurteesSUR,Ferrari,1:37.400
2,16,Dan GurneyGUR,Brabham Ford,1:38.200
3,18,Graham HillHIL,BRM,1:38.700
4,8,Jim ClarkCLA,Lotus Climax,1:39.100
5,26,Bruce McLarenMCL,Cooper Climax,1:39.400
6,12,Jo SiffertSIF,Lotus BRM,1:39.700
7,4,Lorenzo BandiniBAN,Ferrari,1:39.800
8,10,Mike SpenceSPE,Lotus Climax,1:40.300
9,20,Richie GintherGIN,BRM,1:40.400
10,28,Ronnie BucknumBUC,Honda,1:40.400
11,14,Jack BrabhamBRA,Brabham Ford,1:40.800
12,34,Jo BonnierBON,Cooper Climax,1:41.000
13,46,Innes IrelandIRE,Lotus BRM,1:41.000
14,22,Bob AndersonAND,Brabham Climax,1:41.300
15,30,Giancarlo BaghettiBAG,BRM,1:41.400
16,6,Ludovico ScarfiottiSCA,Ferrari,1:41.600
17,40,Mike HailwoodHAI,Lotus Climax,1:41.600
18,38,Peter   RevsonREV,Lotus BRM,1:42.000
19,50,Mario  de Araujo Cabral DEA,Derrington-Francis ATS,1:42.600
20,48,Maurice  TrintignantTRI,BRM,1:43.300
