Pos,No,Driver,Car,Time
1,1,Jim ClarkCLA,Lotus Climax,1:12.650
2,7,John SurteesSUR,Ferrari,1:12.780
3,6,Dan GurneyGUR,Brabham Ford,1:12.900
4,3,Graham HillHIL,BRM,1:12.920
5,9,Bruce McLarenMCL,Cooper Climax,1:13.100
6,2,Mike SpenceSPE,Lotus Climax,1:13.330
7,5,Jack BrabhamBRA,Brabham Ford,1:13.630
8,8,Lorenzo BandiniBAN,Ferrari,1:13.830
9,16,Jo BonnierBON,Cooper Climax,1:14.070
10,11,Innes IrelandIRE,Lotus BRM,1:14.350
11,15,Chris AmonAMO,Lotus Climax,1:14.430
12,22,Jo SiffertSIF,Cooper Climax,1:14.650
13,4,Richie GintherGIN,BRM,1:14.670
14,28,Ronnie BucknumBUC,Honda,1:14.900
15,12,Trevor  Taylor TAY,Lotus BRM,1:15.300
16,14,Mike HailwoodHAI,Lotus Climax,1:15.650
17,17,Walt   HansgenHAN,Lotus Climax,1:15.900
18,23,Hap  Sharp SHA,Cooper Climax,1:18.230
19,10,Phil HillHIL,Cooper Climax,1:19.630
