Pos,No,Driver,Car,Time
1,2,Jim ClarkCLA,Lotus Climax,2:09.600
2,22,Dan GurneyGUR,Brabham Ford,2:10.100
3,24,John SurteesSUR,Ferrari,2:11.100
4,4,Peter  Arundell ARU,Lotus Climax,2:11.600
5,20,Jack BrabhamBRA,Brabham Ford,2:11.800
6,8,Graham HillHIL,BRM,2:12.100
7,12,Bruce McLarenMCL,Cooper Climax,2:12.400
8,26,Lorenzo BandiniBAN,Ferrari,2:12.800
9,10,Richie GintherGIN,BRM,2:13.900
10,14,Phil HillHIL,Cooper Climax,2:14.500
11,16,Innes IrelandIRE,Lotus BRM,2:14.800
12,18,Trevor  Taylor TAY,Lotus BRM,2:14.900
13,6,Mike HailwoodHAI,Lotus Climax,2:16.200
14,34,Chris AmonAMO,Lotus Climax,2:16.400
15,19,Bob AndersonAND,Brabham Climax,2:16.900
16,28,Maurice  TrintignantTRI,BRM,2:21.500
17,30,Jo SiffertSIF,Lotus BRM,2:23.600
