Pos,No,Driver,Car,Time
1,12,Jim ClarkCLA,Lotus Climax,1:34.000
2,5,Jack BrabhamBRA,Brabham Ford,1:34.100
3,8,Graham HillHIL,BRM,1:34.500
4,21,John SurteesSUR,Ferrari,1:34.500
5,6,Dan GurneyGUR,Brabham Ford,1:34.700
6,11,Peter  Arundell ARU,Lotus Climax,1:35.500
7,20,Lorenzo BandiniBAN,Ferrari,1:35.500
8,7,Richie GintherGIN,BRM,1:35.900
9,9,Phil HillHIL,Cooper Climax,1:35.900
10,10,Bruce McLarenMCL,Cooper Climax,1:36.600
11,19,Jo BonnierBON,Cooper Climax,1:37.400
12,16,Bob AndersonAND,Brabham Climax,1:38.000
13,4,Maurice  TrintignantTRI,BRM,1:38.100
14,15,Trevor  Taylor TAY,Lotus BRM,1:38.100
15,18,Mike HailwoodHAI,Lotus Climax,1:38.500
16,24,Jo SiffertSIF,Lotus BRM,1:38.700
