Pos,No,Driver,Car,Time
1,15,Dan GurneyGUR,Brabham Ford,3:50.900
2,1,Graham HillHIL,BRM,3:52.700
3,14,Jack BrabhamBRA,Brabham Ford,3:52.800
4,24,Peter  Arundell ARU,Lotus Climax,3:52.800
5,10,John SurteesSUR,Ferrari,3:55.200
6,23,Jim ClarkCLA,Lotus Climax,3:56.200
7,20,Bruce McLarenMCL,Cooper Climax,3:56.200
8,2,Richie GintherGIN,BRM,3:57.200
9,11,Lorenzo BandiniBAN,Ferrari,3:58.800
10,29,Peter   RevsonREV,Cooper Climax,3:59.900
11,27,Chris AmonAMO,Lotus Climax,4:00.100
12,4,Trevor  Taylor TAY,Lotus BRM,4:00.200
13,17,Jo SiffertSIF,Lotus BRM,4:02.700
14,16,Jo BonnierBON,Cooper Climax,4:02.700
15,21,Phil HillHIL,Cooper Climax,4:02.800
16,3,Innes IrelandIRE,Lotus BRM,4:04.000
17,6,Giancarlo BaghettiBAG,BRM,4:07.600
18,28,Andre PilettePIL,Scirocco Climax,4:22.900
