Pos,No,Driver,Car,Time
1,0,Damon HillHIL,Williams Renault,1:11.494
2,2,Alain ProstPRO,Williams Renault,1:11.683
3,7,Mika HakkinenHAK,McLaren Ford,1:12.443
4,8,Ayrton SennaSEN,McLaren Ford,1:12.491
5,27,Jean AlesiALE,Ferrari,1:13.101
6,5,Michael SchumacherMSC,Benetton Ford,1:13.403
7,6,Riccardo PatresePAT,Benetton Ford,1:13.863
8,28,Gerhard BergerBER,Ferrari,1:13.933
9,9,Derek WarwickWAR,Footwork Mugen Honda,1:14.388
10,26,Mark BlundellBLU,Ligier Renault,1:14.577
11,25,Martin BrundleBRU,Ligier Renault,1:14.708
12,30,Jyrki JarvilehtoJAR,Sauber,1:14.833
13,29,Karl WendlingerWEN,Sauber,1:15.016
14,12,Johnny HerbertHER,Lotus Ford,1:15.183
15,14,Rubens BarrichelloBAR,Jordan Hart,1:15.433
16,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:15.491
17,4,Andrea de CesarisDEC,Tyrrell Yamaha,1:15.904
18,11,Pedro LamyLAM,Lotus Ford,1:15.920
19,24,Pierluigi MartiniMAR,Minardi Ford,1:15.942
20,19,Philippe AlliotALL,Larrousse Lamborghini,1:16.144
21,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:16.186
22,20,Erik ComasCOM,Larrousse Lamborghini,1:16.417
23,15,Emanuele NaspettiNAS,Jordan Hart,1:16.566
24,23,Christian FittipaldiFIT,Minardi Ford,1:16.651
25,21,Michele AlboretoALB,Lola Ferrari,1:17.118
26,22,Luca BadoerBAD,Lola Ferrari,1:17.739
