Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Giancarlo FisichellaFIS,Jordan Ford,54,1:31:17.748,10
2,6,Kimi RäikkönenRAI,McLaren Mercedes,54,+0.945s,8
3,8,Fernando AlonsoALO,Renault,54,+6.348s,6
4,5,David CoulthardCOU,McLaren Mercedes,54,+8.096s,5
5,10,Heinz-Harald FrentzenFRE,Sauber Petronas,54,+8.642s,4
6,16,Jacques VilleneuveVIL,BAR Honda,54,+16.054s,3
7,4,Ralf SchumacherRSC,Williams BMW,54,+38.526s,2
8,7,Jarno TrulliTRU,Renault,54,+45.927s,1
9,14,Mark WebberWEB,Jaguar Cosworth,53,DNF,0
10,21,Cristiano da MattaDAM,Toyota,53,+1 lap,0
NC,2,Rubens BarrichelloBAR,Ferrari,46,DNF,0
NC,17,Jenson ButtonBUT,BAR Honda,32,DNF,0
NC,19,Jos VerstappenVER,Minardi Cosworth,30,DNF,0
NC,1,Michael SchumacherMSC,Ferrari,26,DNF,0
NC,3,Juan Pablo MontoyaMOY,Williams BMW,24,DNF,0
NC,15,Antonio PizzoniaPIZ,Jaguar Cosworth,24,DNF,0
NC,20,Olivier PanisPAN,Toyota,17,DNF,0
NC,12,Ralph FirmanFIR,Jordan Ford,17,DNF,0
NC,18,Justin WilsonWIL,Minardi Cosworth,15,DNF,0
NC,9,Nick HeidfeldHEI,Sauber Petronas,8,DNF,0
