Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Juan Pablo MontoyaMOY,Williams BMW,67,1:28:48.769,10
2,5,David CoulthardCOU,McLaren Mercedes,67,+65.459s,8
3,7,Jarno TrulliTRU,Renault,67,+69.060s,6
4,8,Fernando AlonsoALO,Renault,67,+69.344s,5
5,20,Olivier PanisPAN,Toyota,66,+1 lap,4
6,21,Cristiano da MattaDAM,Toyota,66,+1 lap,3
7,1,Michael SchumacherMSC,Ferrari,66,+1 lap,2
8,17,Jenson ButtonBUT,BAR Honda,66,+1 lap,1
9,16,Jacques VilleneuveVIL,BAR Honda,65,+2 laps,0
10,9,Nick HeidfeldHEI,Sauber Petronas,65,+2 laps,0
11,14,Mark WebberWEB,Jaguar Cosworth,64,DNF,0
12,18,Nicolas KiesaKIE,Minardi Cosworth,62,+5 laps,0
13,11,Giancarlo FisichellaFIS,Jordan Ford,60,DNF,0
NC,19,Jos VerstappenVER,Minardi Cosworth,23,DNF,0
NC,15,Justin WilsonWIL,Jaguar Cosworth,6,DNF,0
NC,4,Ralf SchumacherRSC,Williams BMW,1,DNF,0
NC,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1,DNF,0
NC,2,Rubens BarrichelloBAR,Ferrari,0,DNF,0
NC,6,Kimi RäikkönenRAI,McLaren Mercedes,0,DNF,0
NC,12,Ralph FirmanFIR,Jordan Ford,0,DNF,0
