Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Ralf SchumacherRSC,Williams BMW,60,1:34:43.622,10
2,3,Juan Pablo MontoyaMOY,Williams BMW,60,+16.821s,8
3,2,Rubens BarrichelloBAR,Ferrari,60,+39.673s,6
4,8,Fernando AlonsoALO,Renault,60,+65.731s,5
5,1,Michael SchumacherMSC,Ferrari,60,+66.162s,4
6,14,Mark WebberWEB,Jaguar Cosworth,59,+1 lap,3
7,17,Jenson ButtonBUT,BAR Honda,59,+1 lap,2
8,9,Nick HeidfeldHEI,Sauber Petronas,59,+1 lap,1
9,10,Heinz-Harald FrentzenFRE,Sauber Petronas,59,+1 lap,0
10,15,Antonio PizzoniaPIZ,Jaguar Cosworth,59,+1 lap,0
11,12,Ralph FirmanFIR,Jordan Ford,58,+2 laps,0
12,11,Giancarlo FisichellaFIS,Jordan Ford,58,+2 laps,0
13,18,Justin WilsonWIL,Minardi Cosworth,58,+2 laps,0
14,19,Jos VerstappenVER,Minardi Cosworth,57,+3 laps,0
15,5,David CoulthardCOU,McLaren Mercedes,56,DNF,0
NC,21,Cristiano da MattaDAM,Toyota,53,DNF,0
NC,16,Jacques VilleneuveVIL,BAR Honda,51,DNF,0
NC,7,Jarno TrulliTRU,Renault,37,DNF,0
NC,20,Olivier PanisPAN,Toyota,37,DNF,0
NC,6,Kimi RäikkönenRAI,McLaren Mercedes,25,DNF,0
