Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Rubens BarrichelloBAR,Ferrari,53,1:25:11.743,10
2,6,Kimi RäikkönenRAI,McLaren Mercedes,53,+11.085s,8
3,5,David CoulthardCOU,McLaren Mercedes,53,+11.614s,6
4,17,Jenson ButtonBUT,BAR Honda,53,+33.106s,5
5,7,Jarno TrulliTRU,Renault,53,+34.269s,4
6,16,Takuma SatoSAT,BAR Honda,53,+51.692s,3
7,21,Cristiano da MattaDAM,Toyota,53,+56.794s,2
8,1,Michael SchumacherMSC,Ferrari,53,+59.487s,1
9,9,Nick HeidfeldHEI,Sauber Petronas,53,+60.159s,0
10,20,Olivier PanisPAN,Toyota,53,+61.844s,0
11,14,Mark WebberWEB,Jaguar Cosworth,53,+71.005s,0
12,4,Ralf SchumacherRSC,Williams BMW,52,+1 lap,0
13,15,Justin WilsonWIL,Jaguar Cosworth,52,+1 lap,0
14,12,Ralph FirmanFIR,Jordan Ford,51,+2 laps,0
15,19,Jos VerstappenVER,Minardi Cosworth,51,+2 laps,0
16,18,Nicolas KiesaKIE,Minardi Cosworth,50,+3 laps,0
NC,11,Giancarlo FisichellaFIS,Jordan Ford,33,DNF,0
NC,8,Fernando AlonsoALO,Renault,17,DNF,0
NC,10,Heinz-Harald FrentzenFRE,Sauber Petronas,9,DNF,0
NC,3,Juan Pablo MontoyaMOY,Williams BMW,9,DNF,0
