Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Fernando AlonsoALO,Renault,70,1:39:01.460,10
2,6,Kimi RäikkönenRAI,McLaren Mercedes,70,+16.768s,8
3,3,Juan Pablo MontoyaMOY,Williams BMW,70,+34.537s,6
4,4,Ralf SchumacherRSC,Williams BMW,70,+35.620s,5
5,5,David CoulthardCOU,McLaren Mercedes,70,+56.535s,4
6,14,Mark WebberWEB,Jaguar Cosworth,70,+72.643s,3
7,7,Jarno TrulliTRU,Renault,69,+1 lap,2
8,1,Michael SchumacherMSC,Ferrari,69,+1 lap,1
9,9,Nick HeidfeldHEI,Sauber Petronas,69,+1 lap,0
10,17,Jenson ButtonBUT,BAR Honda,69,+1 lap,0
11,21,Cristiano da MattaDAM,Toyota,68,+2 laps,0
12,19,Jos VerstappenVER,Minardi Cosworth,67,+3 laps,0
13,18,Nicolas KiesaKIE,Minardi Cosworth,66,+4 laps,0
NC,10,Heinz-Harald FrentzenFRE,Sauber Petronas,47,DNF,0
NC,15,Justin WilsonWIL,Jaguar Cosworth,42,DNF,0
NC,12,Zsolt BaumgartnerBAU,Jordan Ford,34,DNF,0
NC,20,Olivier PanisPAN,Toyota,33,DNF,0
NC,11,Giancarlo FisichellaFIS,Jordan Ford,28,DNF,0
NC,2,Rubens BarrichelloBAR,Ferrari,19,DNF,0
NC,16,Jacques VilleneuveVIL,BAR Honda,14,DNF,0
