Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,62,1:28:12.058,10
2,6,Kimi RäikkönenRAI,McLaren Mercedes,62,+1.882s,8
3,2,Rubens BarrichelloBAR,Ferrari,62,+2.291s,6
4,4,Ralf SchumacherRSC,Williams BMW,62,+8.803s,5
5,5,David CoulthardCOU,McLaren Mercedes,62,+9.411s,4
6,8,Fernando AlonsoALO,Renault,62,+43.689s,3
7,3,Juan Pablo MontoyaMOY,Williams BMW,62,+45.271s,2
8,17,Jenson ButtonBUT,BAR Honda,61,+1 lap,1
9,20,Olivier PanisPAN,Toyota,61,+1 lap,0
10,9,Nick HeidfeldHEI,Sauber Petronas,61,+1 lap,0
11,10,Heinz-Harald FrentzenFRE,Sauber Petronas,61,+1 lap,0
12,21,Cristiano da MattaDAM,Toyota,61,+1 lap,0
13,7,Jarno TrulliTRU,Renault,61,+1 lap,0
14,15,Antonio PizzoniaPIZ,Jaguar Cosworth,60,+2 laps,0
15,11,Giancarlo FisichellaFIS,Jordan Ford,57,DNF,0
NC,14,Mark WebberWEB,Jaguar Cosworth,54,DNF,0
NC,12,Ralph FirmanFIR,Jordan Ford,51,DNF,0
NC,19,Jos VerstappenVER,Minardi Cosworth,38,DNF,0
NC,18,Justin WilsonWIL,Minardi Cosworth,23,DNF,0
NC,16,Jacques VilleneuveVIL,BAR Honda,19,DNF,0
