Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,David CoulthardCOU,McLaren Mercedes,58,1:34:42.124,10
2,3,Juan Pablo MontoyaMOY,Williams BMW,58,+8.675s,8
3,6,Kimi RäikkönenRAI,McLaren Mercedes,58,+9.192s,6
4,1,Michael SchumacherMSC,Ferrari,58,+9.482s,5
5,7,Jarno TrulliTRU,Renault,58,+38.801s,4
6,10,Heinz-Harald FrentzenFRE,Sauber Petronas,58,+43.928s,3
7,8,Fernando AlonsoALO,Renault,58,+45.074s,2
8,4,Ralf SchumacherRSC,Williams BMW,58,+45.745s,1
9,16,Jacques VilleneuveVIL,BAR Honda,58,+65.536s,0
10,17,Jenson ButtonBUT,BAR Honda,58,+65.974s,0
11,19,Jos VerstappenVER,Minardi Cosworth,57,+1 lap,0
12,11,Giancarlo FisichellaFIS,Jordan Ford,52,DNF,0
13,15,Antonio PizzoniaPIZ,Jaguar Cosworth,52,DNF,0
NC,20,Olivier PanisPAN,Toyota,31,DNF,0
NC,9,Nick HeidfeldHEI,Sauber Petronas,20,DNF,0
NC,18,Justin WilsonWIL,Minardi Cosworth,16,DNF,0
NC,14,Mark WebberWEB,Jaguar Cosworth,15,DNF,0
NC,21,Cristiano da MattaDAM,Toyota,7,DNF,0
NC,12,Ralph FirmanFIR,Jordan Ford,6,DNF,0
NC,2,Rubens BarrichelloBAR,Ferrari,5,DNF,0
