Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,73,1:33:35.997,10
2,6,Kimi RäikkönenRAI,McLaren Mercedes,73,+18.258s,8
3,10,Heinz-Harald FrentzenFRE,Sauber Petronas,73,+37.964s,6
4,7,Jarno TrulliTRU,Renault,73,+48.329s,5
5,9,Nick HeidfeldHEI,Sauber Petronas,73,+56.403s,4
6,3,Juan Pablo MontoyaMOY,Williams BMW,72,+1 lap,3
7,11,Giancarlo FisichellaFIS,Jordan Ford,72,+1 lap,2
8,15,Justin WilsonWIL,Jaguar Cosworth,71,+2 laps,1
9,21,Cristiano da MattaDAM,Toyota,71,+2 laps,0
10,19,Jos VerstappenVER,Minardi Cosworth,69,+4 laps,0
11,18,Nicolas KiesaKIE,Minardi Cosworth,69,+4 laps,0
NC,16,Jacques VilleneuveVIL,BAR Honda,63,DNF,0
NC,12,Ralph FirmanFIR,Jordan Ford,48,DNF,0
NC,5,David CoulthardCOU,McLaren Mercedes,45,DNF,0
NC,8,Fernando AlonsoALO,Renault,44,DNF,0
NC,17,Jenson ButtonBUT,BAR Honda,41,DNF,0
NC,20,Olivier PanisPAN,Toyota,27,DNF,0
NC,14,Mark WebberWEB,Jaguar Cosworth,21,DNF,0
NC,4,Ralf SchumacherRSC,Williams BMW,21,DNF,0
NC,2,Rubens BarrichelloBAR,Ferrari,2,DNF,0
