Pos,No,Driver,Car,Time,Gap,Laps
1,15,Sebastian VettelVET,RBR Renault,1:19.456,,39
2,14,Mark WebberWEB,RBR Renault,1:19.597,+0.141s,35
3,20,Adrian SutilSUT,Force India Mercedes,1:20.141,+0.685s,41
4,17,Kazuki NakajimaNAK,Williams Toyota,1:20.209,+0.753s,36
5,7,Fernando AlonsoALO,Renault,1:20.237,+0.781s,36
6,23,Rubens BarrichelloBAR,Brawn Mercedes,1:20.244,+0.788s,26
7,1,Lewis HamiltonHAM,McLaren Mercedes,1:20.417,+0.961s,35
8,9,Jarno TrulliTRU,Toyota,1:20.458,+1.002s,40
9,16,Nico RosbergROS,Williams Toyota,1:20.468,+1.012s,42
10,8,Nelson PiquetPIQ,Renault,1:20.608,+1.152s,37
11,5,Robert KubicaKUB,Sauber BMW,1:20.622,+1.166s,23
12,2,Heikki KovalainenKOV,McLaren Mercedes,1:20.733,+1.277s,37
13,10,Timo GlockGLO,Toyota,1:20.762,+1.306s,37
14,22,Jenson ButtonBUT,Brawn Mercedes,1:20.767,+1.311s,28
15,6,Nick HeidfeldHEI,Sauber BMW,1:20.932,+1.476s,35
16,11,Sebastien BourdaisBOU,STR Ferrari,1:20.945,+1.489s,36
17,3,Felipe MassaMAS,Ferrari,1:21.005,+1.549s,37
18,4,Kimi RäikkönenRAI,Ferrari,1:21.132,+1.676s,38
19,21,Giancarlo FisichellaFIS,Force India Mercedes,1:21.413,+1.957s,40
20,12,Sebastien BuemiBUE,STR Ferrari,1:21.668,+2.212s,37
