Pos,No,Driver,Car,Time,Gap,Laps
1,1,Lewis HamiltonHAM,McLaren Mercedes,1:22.079,,36
2,2,Heikki KovalainenKOV,McLaren Mercedes,1:22.126,+0.047s,36
3,16,Nico RosbergROS,Williams Toyota,1:22.154,+0.075s,47
4,14,Mark WebberWEB,RBR Renault,1:22.369,+0.290s,29
5,17,Kazuki NakajimaNAK,Williams Toyota,1:22.426,+0.347s,40
6,15,Sebastian VettelVET,RBR Renault,1:22.550,+0.471s,30
7,23,Rubens BarrichelloBAR,Brawn Mercedes,1:22.641,+0.562s,38
8,9,Jarno TrulliTRU,Toyota,1:22.663,+0.584s,28
9,6,Nick HeidfeldHEI,Sauber BMW,1:22.690,+0.611s,43
10,10,Timo GlockGLO,Toyota,1:22.751,+0.672s,45
11,4,Kimi RäikkönenRAI,Ferrari,1:22.763,+0.684s,38
12,7,Fernando AlonsoALO,Renault,1:22.793,+0.714s,37
13,22,Jenson ButtonBUT,Brawn Mercedes,1:22.806,+0.727s,42
14,5,Robert KubicaKUB,Sauber BMW,1:22.870,+0.791s,36
15,8,Nelson PiquetPIQ,Renault,1:22.927,+0.848s,36
16,20,Adrian SutilSUT,Force India Mercedes,1:22.978,+0.899s,28
17,21,Giancarlo FisichellaFIS,Force India Mercedes,1:23.029,+0.950s,39
18,3,Felipe MassaMAS,Ferrari,1:23.156,+1.077s,32
19,12,Sebastien BuemiBUE,STR Ferrari,1:23.176,+1.097s,45
20,11,Jaime AlguersuariALG,STR Ferrari,1:23.942,+1.863s,40
