Pos,No,Driver,Car,Time,Gap,Laps
1,2,Heikki KovalainenKOV,McLaren Mercedes,1:41.307,,35
2,1,Lewis HamiltonHAM,McLaren Mercedes,1:41.504,+0.197s,34
3,22,Jenson ButtonBUT,Brawn Mercedes,1:41.541,+0.234s,39
4,15,Sebastian VettelVET,RBR Renault,1:41.591,+0.284s,37
5,10,Kamui KobayashiKOB,Toyota,1:41.636,+0.329s,34
6,12,Sebastien BuemiBUE,STR Ferrari,1:41.683,+0.376s,37
7,14,Mark WebberWEB,RBR Renault,1:41.684,+0.377s,34
8,23,Rubens BarrichelloBAR,Brawn Mercedes,1:41.831,+0.524s,38
9,16,Nico RosbergROS,Williams Toyota,1:41.931,+0.624s,39
10,4,Kimi RäikkönenRAI,Ferrari,1:41.987,+0.680s,39
11,20,Adrian SutilSUT,Force India Mercedes,1:42.180,+0.873s,28
12,17,Kazuki NakajimaNAK,Williams Toyota,1:42.245,+0.938s,36
13,6,Nick HeidfeldHEI,Sauber BMW,1:42.278,+0.971s,36
14,9,Jarno TrulliTRU,Toyota,1:42.409,+1.102s,30
15,21,Vitantonio LiuzziLIU,Force India Mercedes,1:42.530,+1.223s,33
16,7,Fernando AlonsoALO,Renault,1:42.782,+1.475s,29
17,3,Giancarlo FisichellaFIS,Ferrari,1:42.932,+1.625s,37
18,8,Romain GrosjeanGRO,Renault,1:43.021,+1.714s,37
19,11,Jaime AlguersuariALG,STR Ferrari,1:43.022,+1.715s,39
20,5,Robert KubicaKUB,Sauber BMW,1:43.708,+2.401s,13
