Pos,No,Driver,Car,Time,Gap,Laps
1,15,Sebastian VettelVET,RBR Renault,1:48.650,,31
2,7,Fernando AlonsoALO,Renault,1:48.924,+0.274s,27
3,2,Heikki KovalainenKOV,McLaren Mercedes,1:48.952,+0.302s,30
4,6,Nick HeidfeldHEI,Sauber BMW,1:49.098,+0.448s,31
5,22,Jenson ButtonBUT,Brawn Mercedes,1:49.311,+0.661s,34
6,14,Mark WebberWEB,RBR Renault,1:49.317,+0.667s,14
7,16,Nico RosbergROS,Williams Toyota,1:49.333,+0.683s,33
8,10,Timo GlockGLO,Toyota,1:49.342,+0.692s,30
9,1,Lewis HamiltonHAM,McLaren Mercedes,1:49.358,+0.708s,28
10,5,Robert KubicaKUB,Sauber BMW,1:49.609,+0.959s,24
11,23,Rubens BarrichelloBAR,Brawn Mercedes,1:49.616,+0.966s,30
12,20,Adrian SutilSUT,Force India Mercedes,1:49.710,+1.060s,31
13,9,Jarno TrulliTRU,Toyota,1:49.795,+1.145s,29
14,4,Kimi RäikkönenRAI,Ferrari,1:49.941,+1.291s,29
15,17,Kazuki NakajimaNAK,Williams Toyota,1:50.023,+1.373s,34
16,3,Giancarlo FisichellaFIS,Ferrari,1:50.253,+1.603s,31
17,12,Sebastien BuemiBUE,STR Ferrari,1:50.527,+1.877s,29
18,21,Vitantonio LiuzziLIU,Force India Mercedes,1:50.605,+1.955s,28
19,8,Romain GrosjeanGRO,Renault,1:50.972,+2.322s,17
20,11,Jaime AlguersuariALG,STR Ferrari,1:51.423,+2.773s,31
