Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:14.662,,30
2,38,Ricardo ZontaZON,Toyota,1:14.858,+0.196s,33
3,5,Fernando AlonsoALO,Renault,1:15.376,+0.714s,33
4,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:15.625,+0.963s,18
5,9,Kimi RäikkönenRAI,McLaren Mercedes,1:15.679,+1.017s,21
6,6,Giancarlo FisichellaFIS,Renault,1:15.846,+1.184s,32
7,3,Jenson ButtonBUT,BAR Honda,1:16.190,+1.528s,32
8,4,Takuma SatoSAT,BAR Honda,1:16.313,+1.651s,32
9,17,Ralf SchumacherRSC,Toyota,1:16.364,+1.702s,23
10,2,Rubens BarrichelloBAR,Ferrari,1:16.459,+1.797s,23
11,16,Jarno TrulliTRU,Toyota,1:16.638,+1.976s,26
12,7,Mark WebberWEB,Williams BMW,1:16.661,+1.999s,30
13,11,Jacques VilleneuveVIL,Sauber Petronas,1:16.718,+2.056s,23
14,12,Felipe MassaMAS,Sauber Petronas,1:16.727,+2.065s,29
15,8,Nick HeidfeldHEI,Williams BMW,1:16.826,+2.164s,26
16,1,Michael SchumacherMSC,Ferrari,1:17.200,+2.538s,26
17,14,David CoulthardCOU,RBR Cosworth,1:17.299,+2.637s,27
18,15,Christian KlienKLI,RBR Cosworth,1:17.922,+3.260s,26
19,20,Patrick Friesacher FRI,Minardi Cosworth,1:18.115,+3.453s,25
20,19,Narain KarthikeyanKAR,Jordan Toyota,1:18.234,+3.572s,28
21,21,Christijan AlbersALB,Minardi Cosworth,1:18.463,+3.801s,22
22,18,Tiago MonteiroMON,Jordan Toyota,1:19.186,+4.524s,30
23,37,Scott SpeedSPE,RBR Cosworth,1:19.270,+4.608s,15
