Pos,No,Driver,Car,Time,Gap,Laps
1,35,Alexander WurzWUR,McLaren Mercedes,1:30.695,,20
2,5,Fernando AlonsoALO,Renault,1:31.969,+1.274s,24
3,37,Vitantonio LiuzziLIU,RBR Cosworth,1:32.319,+1.624s,30
4,10,Pedro de la RosaDLR,McLaren Mercedes,1:32.333,+1.638s,13
5,1,Michael SchumacherMSC,Ferrari,1:32.431,+1.736s,16
6,16,Jarno TrulliTRU,Toyota,1:32.595,+1.900s,22
7,6,Giancarlo FisichellaFIS,Renault,1:32.708,+2.013s,24
8,9,Kimi RäikkönenRAI,McLaren Mercedes,1:32.988,+2.293s,18
9,3,Jenson ButtonBUT,BAR Honda,1:33.037,+2.342s,23
10,17,Ralf SchumacherRSC,Toyota,1:33.077,+2.382s,19
11,8,Nick HeidfeldHEI,Williams BMW,1:33.152,+2.457s,20
12,4,Takuma SatoSAT,BAR Honda,1:33.205,+2.510s,13
13,15,Christian KlienKLI,RBR Cosworth,1:33.436,+2.741s,25
14,38,Ricardo ZontaZON,Toyota,1:33.443,+2.748s,11
15,7,Mark WebberWEB,Williams BMW,1:33.563,+2.868s,16
16,14,David CoulthardCOU,RBR Cosworth,1:33.708,+3.013s,21
17,12,Felipe MassaMAS,Sauber Petronas,1:33.726,+3.031s,18
18,19,Narain KarthikeyanKAR,Jordan Toyota,1:33.981,+3.286s,16
19,39,Robert DoornbosDOO,Jordan Toyota,1:34.222,+3.527s,26
20,11,Jacques VilleneuveVIL,Sauber Petronas,1:34.300,+3.605s,19
21,18,Tiago MonteiroMON,Jordan Toyota,1:34.727,+4.032s,18
22,20,Patrick Friesacher FRI,Minardi Cosworth,1:35.325,+4.630s,21
23,21,Christijan AlbersALB,Minardi Cosworth,1:36.094,+5.399s,22
