Pos,No,Driver,Car,Time,Gap,Laps
1,38,Ricardo ZontaZON,Toyota,1:20.531,,28
2,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:21.583,+1.052s,10
3,9,Kimi RäikkönenRAI,McLaren Mercedes,1:21.735,+1.204s,14
4,35,Pedro de la RosaDLR,McLaren Mercedes,1:21.922,+1.391s,24
5,7,Mark WebberWEB,Williams BMW,1:22.032,+1.501s,18
6,8,Nick HeidfeldHEI,Williams BMW,1:22.107,+1.576s,18
7,37,Vitantonio LiuzziLIU,RBR Cosworth,1:22.253,+1.722s,26
8,16,Jarno TrulliTRU,Toyota,1:22.278,+1.747s,22
9,6,Giancarlo FisichellaFIS,Renault,1:22.440,+1.909s,15
10,5,Fernando AlonsoALO,Renault,1:22.594,+2.063s,10
11,15,Christian KlienKLI,RBR Cosworth,1:22.600,+2.069s,11
12,1,Michael SchumacherMSC,Ferrari,1:22.749,+2.218s,9
13,12,Felipe MassaMAS,Sauber Petronas,1:23.052,+2.521s,21
14,17,Ralf SchumacherRSC,Toyota,1:23.126,+2.595s,18
15,11,Jacques VilleneuveVIL,Sauber Petronas,1:23.208,+2.677s,17
16,2,Rubens BarrichelloBAR,Ferrari,1:23.213,+2.682s,19
17,4,Takuma SatoSAT,BAR Honda,1:23.223,+2.692s,23
18,3,Jenson ButtonBUT,BAR Honda,1:23.415,+2.884s,26
19,14,David CoulthardCOU,RBR Cosworth,1:23.506,+2.975s,10
20,18,Tiago MonteiroMON,Jordan Toyota,1:23.994,+3.463s,14
21,19,Narain KarthikeyanKAR,Jordan Toyota,1:24.202,+3.671s,18
22,20,Robert DoornbosDOO,Minardi Cosworth,1:24.233,+3.702s,15
23,21,Christijan AlbersALB,Minardi Cosworth,1:24.264,+3.733s,14
24,40,Enrico ToccaceloTOC,Minardi Cosworth,1:25.245,+4.714s,21
25,39,Nicolas KiesaKIE,Jordan Toyota,,,1
