Pos,No,Driver,Car,Time,Gap,Laps
1,35,Alexander WurzWUR,McLaren Mercedes,1:30.623,,31
2,38,Ricardo ZontaZON,Toyota,1:30.630,+0.007s,33
3,8,Nick HeidfeldHEI,Williams BMW,1:31.813,+1.190s,13
4,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:31.841,+1.218s,13
5,9,Kimi RäikkönenRAI,McLaren Mercedes,1:31.870,+1.247s,16
6,7,Mark WebberWEB,Williams BMW,1:32.088,+1.465s,7
7,2,Rubens BarrichelloBAR,Ferrari,1:32.143,+1.520s,19
8,5,Fernando AlonsoALO,Renault,1:32.335,+1.712s,25
9,6,Giancarlo FisichellaFIS,Renault,1:32.842,+2.219s,27
10,17,Ralf SchumacherRSC,Toyota,1:33.098,+2.475s,17
11,16,Jarno TrulliTRU,Toyota,1:33.168,+2.545s,20
12,37,Christian KlienKLI,RBR Cosworth,1:33.174,+2.551s,32
13,1,Michael SchumacherMSC,Ferrari,1:33.242,+2.619s,5
14,14,David CoulthardCOU,RBR Cosworth,1:33.430,+2.807s,22
15,4,Takuma SatoSAT,BAR Honda,1:33.514,+2.891s,20
16,3,Jenson ButtonBUT,BAR Honda,1:33.753,+3.130s,22
17,39,Franck MontagnyMON,Jordan Toyota,1:34.090,+3.467s,27
18,12,Felipe MassaMAS,Sauber Petronas,1:34.274,+3.651s,26
19,11,Jacques VilleneuveVIL,Sauber Petronas,1:34.645,+4.022s,22
20,18,Tiago MonteiroMON,Jordan Toyota,1:34.702,+4.079s,17
21,15,Vitantonio LiuzziLIU,RBR Cosworth,1:34.842,+4.219s,16
22,21,Christijan AlbersALB,Minardi Cosworth,1:35.311,+4.688s,19
23,20,Patrick Friesacher FRI,Minardi Cosworth,1:35.791,+5.168s,5
24,19,Narain KarthikeyanKAR,Jordan Toyota,1:36.702,+6.079s,8
