Pos,No,Driver,Car,Time,Gap,Laps
1,38,Ricardo ZontaZON,Toyota,1:30.682,,21
2,1,Michael SchumacherMSC,Ferrari,1:31.716,+1.034s,16
3,35,Pedro de la RosaDLR,McLaren Mercedes,1:31.821,+1.139s,28
4,2,Rubens BarrichelloBAR,Ferrari,1:32.267,+1.585s,15
5,9,Kimi RäikkönenRAI,McLaren Mercedes,1:32.849,+2.167s,13
6,17,Ralf SchumacherRSC,Toyota,1:32.917,+2.235s,13
7,16,Jarno TrulliTRU,Toyota,1:33.122,+2.440s,13
8,5,Fernando AlonsoALO,Renault,1:33.259,+2.577s,7
9,3,Jenson ButtonBUT,BAR Honda,1:33.453,+2.771s,20
10,7,Mark WebberWEB,Williams BMW,1:33.520,+2.838s,14
11,14,David CoulthardCOU,RBR Cosworth,1:33.563,+2.881s,11
12,8,Antonio PizzoniaPIZ,Williams BMW,1:33.679,+2.997s,14
13,4,Takuma SatoSAT,BAR Honda,1:34.330,+3.648s,16
14,6,Giancarlo FisichellaFIS,Renault,1:34.400,+3.718s,7
15,12,Felipe MassaMAS,Sauber Petronas,1:34.421,+3.739s,17
16,15,Christian KlienKLI,RBR Cosworth,1:34.707,+4.025s,12
17,39,Sakon YamamotoYAM,Jordan Toyota,1:34.829,+4.147s,19
18,11,Jacques VilleneuveVIL,Sauber Petronas,1:34.874,+4.192s,18
19,37,Vitantonio LiuzziLIU,RBR Cosworth,1:34.977,+4.295s,7
20,20,Robert DoornbosDOO,Minardi Cosworth,1:35.150,+4.468s,8
21,18,Tiago MonteiroMON,Jordan Toyota,1:35.388,+4.706s,12
22,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:37.371,+6.689s,5
23,21,Christijan AlbersALB,Minardi Cosworth,1:37.626,+6.944s,7
24,19,Narain KarthikeyanKAR,Jordan Toyota,1:38.034,+7.352s,7
