Pos,No,Driver,Car,Time,Gap,Laps
1,5,Fernando AlonsoALO,Renault,1:15.835,,27
2,35,Alexander WurzWUR,McLaren Mercedes,1:15.912,+0.077s,24
3,14,David CoulthardCOU,RBR Cosworth,1:16.184,+0.349s,21
4,6,Giancarlo FisichellaFIS,Renault,1:16.519,+0.684s,32
5,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:16.534,+0.699s,21
6,9,Kimi RäikkönenRAI,McLaren Mercedes,1:16.558,+0.723s,26
7,15,Vitantonio LiuzziLIU,RBR Cosworth,1:16.640,+0.805s,27
8,12,Felipe MassaMAS,Sauber Petronas,1:16.914,+1.079s,19
9,17,Ralf SchumacherRSC,Toyota,1:16.917,+1.082s,24
10,38,Ricardo ZontaZON,Toyota,1:17.046,+1.211s,35
11,1,Michael SchumacherMSC,Ferrari,1:17.170,+1.335s,11
12,7,Mark WebberWEB,Williams BMW,1:17.422,+1.587s,30
13,16,Jarno TrulliTRU,Toyota,1:17.487,+1.652s,28
14,11,Jacques VilleneuveVIL,Sauber Petronas,1:17.506,+1.671s,27
15,2,Rubens BarrichelloBAR,Ferrari,1:17.663,+1.828s,25
16,8,Nick HeidfeldHEI,Williams BMW,1:17.667,+1.832s,29
17,37,Christian KlienKLI,RBR Cosworth,1:18.815,+2.980s,23
18,39,Robert DoornbosDOO,Jordan Toyota,1:19.526,+3.691s,26
19,20,Patrick Friesacher FRI,Minardi Cosworth,1:19.587,+3.752s,26
20,18,Tiago MonteiroMON,Jordan Toyota,1:20.284,+4.449s,31
21,19,Narain KarthikeyanKAR,Jordan Toyota,1:21.879,+6.044s,12
22,21,Christijan AlbersALB,Minardi Cosworth,1:22.162,+6.327s,15
