Pos,No,Driver,Car,Time,Gap,Laps
1,38,Ricardo ZontaZON,Toyota,1:20.409,,24
2,35,Alexander WurzWUR,McLaren Mercedes,1:20.519,+0.110s,35
3,9,Kimi RäikkönenRAI,McLaren Mercedes,1:21.281,+0.872s,18
4,16,Jarno TrulliTRU,Toyota,1:21.410,+1.001s,26
5,17,Ralf SchumacherRSC,Toyota,1:21.631,+1.222s,24
6,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:21.662,+1.253s,17
7,2,Rubens BarrichelloBAR,Ferrari,1:21.914,+1.505s,23
8,5,Fernando AlonsoALO,Renault,1:22.473,+2.064s,21
9,3,Jenson ButtonBUT,BAR Honda,1:22.544,+2.135s,29
10,15,Christian KlienKLI,RBR Cosworth,1:22.626,+2.217s,23
11,6,Giancarlo FisichellaFIS,Renault,1:22.652,+2.243s,21
12,8,Nick HeidfeldHEI,Williams BMW,1:22.861,+2.452s,16
13,14,David CoulthardCOU,RBR Cosworth,1:22.886,+2.477s,24
14,37,Vitantonio LiuzziLIU,RBR Cosworth,1:22.913,+2.504s,15
15,7,Mark WebberWEB,Williams BMW,1:22.935,+2.526s,18
16,11,Jacques VilleneuveVIL,Sauber Petronas,1:23.558,+3.149s,23
17,4,Takuma SatoSAT,BAR Honda,1:23.560,+3.151s,12
18,12,Felipe MassaMAS,Sauber Petronas,1:23.574,+3.165s,25
19,20,Robert DoornbosDOO,Minardi Cosworth,1:23.670,+3.261s,23
20,21,Christijan AlbersALB,Minardi Cosworth,1:24.093,+3.684s,21
21,18,Tiago MonteiroMON,Jordan Toyota,1:24.862,+4.453s,24
22,19,Narain KarthikeyanKAR,Jordan Toyota,1:25.184,+4.775s,25
23,39,Nicolas KiesaKIE,Jordan Toyota,1:25.269,+4.860s,17
24,1,Michael SchumacherMSC,Ferrari,,,1
