Pos,No,Driver,Car,Time,Gap,Laps
1,35,Alexander WurzWUR,McLaren Mercedes,1:12.083,,38
2,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:12.694,+0.611s,13
3,38,Ricardo ZontaZON,Toyota,1:12.706,+0.623s,36
4,12,Felipe MassaMAS,Sauber Petronas,1:12.710,+0.627s,28
5,2,Rubens BarrichelloBAR,Ferrari,1:13.088,+1.005s,21
6,9,Kimi RäikkönenRAI,McLaren Mercedes,1:13.172,+1.089s,18
7,11,Jacques VilleneuveVIL,Sauber Petronas,1:13.202,+1.119s,21
8,1,Michael SchumacherMSC,Ferrari,1:13.205,+1.122s,24
9,16,Jarno TrulliTRU,Toyota,1:13.493,+1.410s,26
10,6,Giancarlo FisichellaFIS,Renault,1:13.518,+1.435s,29
11,5,Fernando AlonsoALO,Renault,1:13.545,+1.462s,29
12,7,Mark WebberWEB,Williams BMW,1:13.650,+1.567s,18
13,8,Antonio PizzoniaPIZ,Williams BMW,1:13.828,+1.745s,19
14,20,Robert DoornbosDOO,Minardi Cosworth,1:13.922,+1.839s,28
15,14,David CoulthardCOU,RBR Cosworth,1:14.006,+1.923s,22
16,37,Vitantonio LiuzziLIU,RBR Cosworth,1:14.141,+2.058s,29
17,3,Jenson ButtonBUT,BAR Honda,1:14.189,+2.106s,26
18,17,Ralf SchumacherRSC,Toyota,1:14.427,+2.344s,20
19,21,Christijan AlbersALB,Minardi Cosworth,1:14.563,+2.480s,23
20,4,Takuma SatoSAT,BAR Honda,1:14.584,+2.501s,27
21,18,Tiago MonteiroMON,Jordan Toyota,1:14.671,+2.588s,22
22,15,Christian KlienKLI,RBR Cosworth,1:14.698,+2.615s,7
23,39,Nicolas KiesaKIE,Jordan Toyota,1:15.094,+3.011s,25
24,19,Narain KarthikeyanKAR,Jordan Toyota,1:15.187,+3.104s,19
