Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:18.530,,37
2,38,Ricardo ZontaZON,Toyota,1:18.964,+0.434s,31
3,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:20.252,+1.722s,17
4,9,Kimi RäikkönenRAI,McLaren Mercedes,1:20.384,+1.854s,15
5,17,Ralf SchumacherRSC,Toyota,1:20.602,+2.072s,23
6,16,Jarno TrulliTRU,Toyota,1:20.816,+2.286s,27
7,5,Fernando AlonsoALO,Renault,1:20.990,+2.460s,21
8,37,Vitantonio LiuzziLIU,RBR Cosworth,1:21.004,+2.474s,33
9,14,David CoulthardCOU,RBR Cosworth,1:21.034,+2.504s,19
10,1,Michael SchumacherMSC,Ferrari,1:21.044,+2.514s,21
11,3,Jenson ButtonBUT,BAR Honda,1:21.186,+2.656s,28
12,7,Mark WebberWEB,Williams BMW,1:21.235,+2.705s,20
13,6,Giancarlo FisichellaFIS,Renault,1:21.279,+2.749s,15
14,15,Christian KlienKLI,RBR Cosworth,1:21.323,+2.793s,21
15,2,Rubens BarrichelloBAR,Ferrari,1:21.519,+2.989s,21
16,12,Felipe MassaMAS,Sauber Petronas,1:21.577,+3.047s,28
17,11,Jacques VilleneuveVIL,Sauber Petronas,1:22.180,+3.650s,19
18,8,Nick HeidfeldHEI,Williams BMW,1:22.500,+3.970s,19
19,4,Takuma SatoSAT,BAR Honda,1:22.795,+4.265s,12
20,39,Robert DoornbosDOO,Jordan Toyota,1:22.812,+4.282s,20
21,21,Christijan AlbersALB,Minardi Cosworth,1:23.390,+4.860s,22
22,18,Tiago MonteiroMON,Jordan Toyota,1:23.629,+5.099s,22
23,19,Narain KarthikeyanKAR,Jordan Toyota,1:23.891,+5.361s,26
24,20,Patrick Friesacher FRI,Minardi Cosworth,1:24.594,+6.064s,21
