Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:14.460,,35
2,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:15.129,+0.669s,21
3,1,Michael SchumacherMSC,Ferrari,1:15.204,+0.744s,24
4,5,Fernando AlonsoALO,Renault,1:15.242,+0.782s,23
5,6,Giancarlo FisichellaFIS,Renault,1:15.380,+0.920s,27
6,38,Olivier PanisPAN,Toyota,1:15.483,+1.023s,37
7,2,Rubens BarrichelloBAR,Ferrari,1:15.605,+1.145s,27
8,16,Jarno TrulliTRU,Toyota,1:15.774,+1.314s,24
9,17,Ralf SchumacherRSC,Toyota,1:15.925,+1.465s,24
10,14,David CoulthardCOU,RBR Cosworth,1:16.371,+1.911s,26
11,11,Jacques VilleneuveVIL,Sauber Petronas,1:16.430,+1.970s,25
12,3,Jenson ButtonBUT,BAR Honda,1:16.597,+2.137s,29
13,12,Felipe MassaMAS,Sauber Petronas,1:16.753,+2.293s,27
14,4,Takuma SatoSAT,BAR Honda,1:16.890,+2.430s,28
15,37,Vitantonio LiuzziLIU,RBR Cosworth,1:16.987,+2.527s,25
16,7,Mark WebberWEB,Williams BMW,1:17.107,+2.647s,27
17,8,Nick HeidfeldHEI,Williams BMW,1:17.192,+2.732s,28
18,39,Robert DoornbosDOO,Jordan Toyota,1:17.574,+3.114s,25
19,19,Narain KarthikeyanKAR,Jordan Toyota,1:17.790,+3.330s,23
20,21,Christijan AlbersALB,Minardi Cosworth,1:18.508,+4.048s,14
21,20,Patrick Friesacher FRI,Minardi Cosworth,1:18.814,+4.354s,25
22,15,Christian KlienKLI,RBR Cosworth,1:18.897,+4.437s,5
23,18,Tiago MonteiroMON,Jordan Toyota,1:19.186,+4.726s,18
24,9,Kimi RäikkönenRAI,McLaren Mercedes,,,2
