Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:20.484,,31
2,3,Jenson ButtonBUT,BAR Honda,1:21.052,+0.568s,28
3,9,Kimi RäikkönenRAI,McLaren Mercedes,1:21.704,+1.220s,16
4,38,Ricardo ZontaZON,Toyota,1:21.889,+1.405s,35
5,5,Fernando AlonsoALO,Renault,1:21.899,+1.415s,10
6,1,Michael SchumacherMSC,Ferrari,1:22.025,+1.541s,24
7,2,Rubens BarrichelloBAR,Ferrari,1:22.048,+1.564s,22
8,10,Alexander WurzWUR,McLaren Mercedes,1:22.174,+1.690s,17
9,6,Giancarlo FisichellaFIS,Renault,1:22.211,+1.727s,23
10,4,Takuma SatoSAT,BAR Honda,1:22.335,+1.851s,27
11,12,Felipe MassaMAS,Sauber Petronas,1:22.791,+2.307s,23
12,11,Jacques VilleneuveVIL,Sauber Petronas,1:22.955,+2.471s,22
13,16,Jarno TrulliTRU,Toyota,1:23.343,+2.859s,20
14,8,Nick HeidfeldHEI,Williams BMW,1:23.458,+2.974s,16
15,17,Ralf SchumacherRSC,Toyota,1:23.466,+2.982s,21
16,14,David CoulthardCOU,RBR Cosworth,1:23.815,+3.331s,20
17,19,Narain KarthikeyanKAR,Jordan Toyota,1:23.842,+3.358s,16
18,7,Mark WebberWEB,Williams BMW,1:23.964,+3.480s,14
19,37,Christian KlienKLI,RBR Cosworth,1:24.320,+3.836s,38
20,18,Tiago MonteiroMON,Jordan Toyota,1:24.573,+4.089s,21
21,15,Vitantonio LiuzziLIU,RBR Cosworth,1:24.626,+4.142s,29
22,39,Robert DoornbosDOO,Jordan Toyota,1:25.172,+4.688s,15
23,20,Patrick Friesacher FRI,Minardi Cosworth,1:26.620,+6.136s,14
24,21,Christijan AlbersALB,Minardi Cosworth,,,1
