Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:32.834,,30
2,38,Ricardo ZontaZON,Toyota,1:32.977,+0.143s,29
3,9,Kimi RäikkönenRAI,McLaren Mercedes,1:34.092,+1.258s,14
4,5,Fernando AlonsoALO,Renault,1:34.226,+1.392s,24
5,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:34.541,+1.707s,16
6,2,Rubens BarrichelloBAR,Ferrari,1:34.618,+1.784s,24
7,6,Giancarlo FisichellaFIS,Renault,1:34.932,+2.098s,28
8,7,Mark WebberWEB,Williams BMW,1:35.035,+2.201s,24
9,3,Jenson ButtonBUT,BAR Honda,1:35.072,+2.238s,25
10,12,Felipe MassaMAS,Sauber Petronas,1:35.196,+2.362s,26
11,14,David CoulthardCOU,RBR Cosworth,1:35.201,+2.367s,19
12,37,Vitantonio LiuzziLIU,RBR Cosworth,1:35.306,+2.472s,26
13,4,Takuma SatoSAT,BAR Honda,1:35.397,+2.563s,24
14,1,Michael SchumacherMSC,Ferrari,1:35.567,+2.733s,24
15,15,Christian KlienKLI,RBR Cosworth,1:35.613,+2.779s,19
16,8,Antonio PizzoniaPIZ,Williams BMW,1:35.709,+2.875s,13
17,11,Jacques VilleneuveVIL,Sauber Petronas,1:35.894,+3.060s,21
18,17,Ralf SchumacherRSC,Toyota,1:36.051,+3.217s,20
19,16,Jarno TrulliTRU,Toyota,1:36.079,+3.245s,26
20,39,Nicolas KiesaKIE,Jordan Toyota,1:36.644,+3.810s,25
21,20,Robert DoornbosDOO,Minardi Cosworth,1:36.993,+4.159s,22
22,21,Christijan AlbersALB,Minardi Cosworth,1:37.173,+4.339s,21
23,18,Tiago MonteiroMON,Jordan Toyota,1:37.435,+4.601s,11
24,19,Narain KarthikeyanKAR,Jordan Toyota,1:37.467,+4.633s,18
