Pos,No,Driver,Car,Time,Gap,Laps
1,38,Ricardo ZontaZON,Toyota,1:25.583,,32
2,35,Pedro de la RosaDLR,McLaren Mercedes,1:26.196,+0.613s,33
3,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:26.525,+0.942s,17
4,9,Kimi RäikkönenRAI,McLaren Mercedes,1:27.274,+1.691s,18
5,3,Jenson ButtonBUT,BAR Honda,1:27.346,+1.763s,28
6,37,Vitantonio LiuzziLIU,RBR Cosworth,1:27.578,+1.995s,28
7,5,Fernando AlonsoALO,Renault,1:27.579,+1.996s,25
8,6,Giancarlo FisichellaFIS,Renault,1:27.673,+2.090s,29
9,16,Jarno TrulliTRU,Toyota,1:27.964,+2.381s,22
10,4,Takuma SatoSAT,BAR Honda,1:28.081,+2.498s,25
11,7,Mark WebberWEB,Williams BMW,1:28.120,+2.537s,20
12,14,David CoulthardCOU,RBR Cosworth,1:28.235,+2.652s,25
13,1,Michael SchumacherMSC,Ferrari,1:28.293,+2.710s,25
14,11,Jacques VilleneuveVIL,Sauber Petronas,1:28.404,+2.821s,26
15,2,Rubens BarrichelloBAR,Ferrari,1:28.460,+2.877s,25
16,17,Ralf SchumacherRSC,Toyota,1:28.641,+3.058s,22
17,12,Felipe MassaMAS,Sauber Petronas,1:28.681,+3.098s,27
18,15,Christian KlienKLI,RBR Cosworth,1:28.828,+3.245s,21
19,8,Nick HeidfeldHEI,Williams BMW,1:28.959,+3.376s,21
20,18,Tiago MonteiroMON,Jordan Toyota,1:30.626,+5.043s,21
21,20,Robert DoornbosDOO,Minardi Cosworth,1:30.628,+5.045s,16
22,21,Christijan AlbersALB,Minardi Cosworth,1:30.730,+5.147s,22
23,39,Nicolas KiesaKIE,Jordan Toyota,1:30.884,+5.301s,18
24,19,Narain KarthikeyanKAR,Jordan Toyota,1:30.899,+5.316s,12
25,40,Enrico ToccaceloTOC,Minardi Cosworth,1:32.813,+7.230s,19
