Pos,No,Driver,Car,Lap,Time,Avg speed
1,9,Kimi RäikkönenRAI,Lotus Renault,50,1:34.661,224.037
2,10,Romain GrosjeanGRO,Lotus Renault,50,1:34.884,223.510
3,1,Sebastian VettelVET,Red Bull Racing Renault,52,1:34.897,223.480
4,2,Mark WebberWEB,Red Bull Racing Renault,49,1:34.934,223.393
5,6,Felipe MassaMAS,Ferrari,50,1:35.041,223.141
6,7,Michael SchumacherMSC,Mercedes,52,1:35.191,222.789
7,5,Fernando AlonsoALO,Ferrari,49,1:35.385,222.336
8,16,Daniel RicciardoRIC,STR Ferrari,49,1:35.448,222.190
9,14,Kamui KobayashiKOB,Sauber Ferrari,48,1:35.478,222.120
10,17,Jean-Eric VergneVER,STR Ferrari,49,1:35.514,222.036
11,8,Nico RosbergROS,Mercedes,49,1:35.750,221.489
12,19,Bruno SennaSEN,Williams Renault,48,1:35.863,221.228
13,12,Nico HulkenbergHUL,Force India Mercedes,37,1:35.981,220.956
14,3,Jenson ButtonBUT,McLaren Mercedes,52,1:36.086,220.714
15,4,Lewis HamiltonHAM,McLaren Mercedes,44,1:36.173,220.515
16,24,Timo GlockGLO,Marussia Cosworth,50,1:37.422,217.687
17,18,Pastor MaldonadoMAL,Williams Renault,34,1:37.515,217.480
18,25,Charles PicPIC,Marussia Cosworth,50,1:38.008,216.386
19,20,Heikki KovalainenKOV,Caterham Renault,37,1:38.050,216.293
20,23,Narain KarthikeyanKAR,HRT Cosworth,50,1:38.339,215.658
21,22,Pedro de la RosaDLR,HRT Cosworth,44,1:39.618,212.889
22,15,Sergio PerezPER,Sauber Ferrari,3,1:39.781,212.541
