Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing RBPT,51,1:34:05.941,25
2,11,Sergio PerezPER,Red Bull Racing RBPT,51,+20.823s,19
3,63,George RussellRUS,Mercedes,51,+45.995s,15
4,44,Lewis HamiltonHAM,Mercedes,51,+71.679s,12
5,10,Pierre GaslyGAS,AlphaTauri RBPT,51,+77.299s,10
6,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,51,+84.099s,8
7,14,Fernando AlonsoALO,Alpine Renault,51,+88.596s,6
8,3,Daniel RicciardoRIC,McLaren Mercedes,51,+92.207s,4
9,4,Lando NorrisNOR,McLaren Mercedes,51,+92.556s,2
10,31,Esteban OconOCO,Alpine Renault,51,+108.184s,1
11,77,Valtteri BottasBOT,Alfa Romeo Ferrari,50,+1 lap,0
12,23,Alexander AlbonALB,Williams Mercedes,50,+1 lap,0
13,22,Yuki TsunodaTSU,AlphaTauri RBPT,50,+1 lap,0
14,47,Mick SchumacherMSC,Haas Ferrari,50,+1 lap,0
15,6,Nicholas LatifiLAT,Williams Mercedes,50,+1 lap,0
16,18,Lance StrollSTR,Aston Martin Aramco Mercedes,46,DNF,0
NC,20,Kevin MagnussenMAG,Haas Ferrari,31,DNF,0
NC,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,23,DNF,0
NC,16,Charles LeclercLEC,Ferrari,21,DNF,0
NC,55,Carlos SainzSAI,Ferrari,8,DNF,0
