Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing RBPT,53,1:30:02.112,25
2,44,Lewis HamiltonHAM,Mercedes,53,+10.587s,18
3,63,George RussellRUS,Mercedes,53,+16.495s,15
4,11,Sergio PerezPER,Red Bull Racing RBPT,53,+17.310s,12
5,55,Carlos SainzSAI,Ferrari,53,+28.872s,11
6,14,Fernando AlonsoALO,Alpine Renault,53,+42.879s,8
7,4,Lando NorrisNOR,McLaren Mercedes,53,+52.026s,6
8,31,Esteban OconOCO,Alpine Renault,53,+56.959s,4
9,3,Daniel RicciardoRIC,McLaren Mercedes,53,+60.372s,2
10,18,Lance StrollSTR,Aston Martin Aramco Mercedes,53,+62.549s,1
11,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,53,+64.494s,0
12,10,Pierre GaslyGAS,AlphaTauri RBPT,53,+65.448s,0
13,23,Alexander AlbonALB,Williams Mercedes,53,+68.565s,0
14,77,Valtteri BottasBOT,Alfa Romeo Ferrari,53,+76.666s,0
15,47,Mick SchumacherMSC,Haas Ferrari,53,+80.394s,0
16,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,47,+6 laps,0
NC,6,Nicholas LatifiLAT,Williams Mercedes,40,DNF,0
NC,20,Kevin MagnussenMAG,Haas Ferrari,37,DNF,0
NC,16,Charles LeclercLEC,Ferrari,17,DNF,0
NC,22,Yuki TsunodaTSU,AlphaTauri RBPT,17,DNF,0
