Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing RBPT,70,1:39:35.912,25
2,44,Lewis HamiltonHAM,Mercedes,70,+7.834s,19
3,63,George RussellRUS,Mercedes,70,+12.337s,15
4,55,Carlos SainzSAI,Ferrari,70,+14.579s,12
5,11,Sergio PerezPER,Red Bull Racing RBPT,70,+15.688s,10
6,16,Charles LeclercLEC,Ferrari,70,+16.047s,8
7,4,Lando NorrisNOR,McLaren Mercedes,70,+78.300s,6
8,14,Fernando AlonsoALO,Alpine Renault,69,+1 lap,4
9,31,Esteban OconOCO,Alpine Renault,69,+1 lap,2
10,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,69,+1 lap,1
11,18,Lance StrollSTR,Aston Martin Aramco Mercedes,69,+1 lap,0
12,10,Pierre GaslyGAS,AlphaTauri RBPT,69,+1 lap,0
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,69,+1 lap,0
14,47,Mick SchumacherMSC,Haas Ferrari,69,+1 lap,0
15,3,Daniel RicciardoRIC,McLaren Mercedes,69,+1 lap,0
16,20,Kevin MagnussenMAG,Haas Ferrari,69,+1 lap,0
17,23,Alexander AlbonALB,Williams Mercedes,69,+1 lap,0
18,6,Nicholas LatifiLAT,Williams Mercedes,69,+1 lap,0
19,22,Yuki TsunodaTSU,AlphaTauri RBPT,68,+2 laps,0
20,77,Valtteri BottasBOT,Alfa Romeo Ferrari,65,DNF,0
