Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing RBPT,71,1:38:36.729,25
2,44,Lewis HamiltonHAM,Mercedes,71,+15.186s,18
3,11,Sergio PerezPER,Red Bull Racing RBPT,71,+18.097s,15
4,63,George RussellRUS,Mercedes,71,+49.431s,13
5,55,Carlos SainzSAI,Ferrari,71,+58.123s,10
6,16,Charles LeclercLEC,Ferrari,71,+68.774s,8
7,3,Daniel RicciardoRIC,McLaren Mercedes,70,+1 lap,6
8,31,Esteban OconOCO,Alpine Renault,70,+1 lap,4
9,4,Lando NorrisNOR,McLaren Mercedes,70,+1 lap,2
10,77,Valtteri BottasBOT,Alfa Romeo Ferrari,70,+1 lap,1
11,10,Pierre GaslyGAS,AlphaTauri RBPT,70,+1 lap,0
12,23,Alexander AlbonALB,Williams Mercedes,70,+1 lap,0
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,70,+1 lap,0
14,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,70,+1 lap,0
15,18,Lance StrollSTR,Aston Martin Aramco Mercedes,70,+1 lap,0
16,47,Mick SchumacherMSC,Haas Ferrari,70,+1 lap,0
17,20,Kevin MagnussenMAG,Haas Ferrari,70,+1 lap,0
18,6,Nicholas LatifiLAT,Williams Mercedes,69,+2 laps,0
19,14,Fernando AlonsoALO,Alpine Renault,63,DNF,0
NC,22,Yuki TsunodaTSU,AlphaTauri RBPT,50,DNF,0
