Pos,No,Driver,Car,Laps,Time/retired,Pts
1,16,Charles LeclercLEC,Ferrari,58,1:27:46.548,26
2,11,Sergio PerezPER,Red Bull Racing RBPT,58,+20.524s,18
3,63,George RussellRUS,Mercedes,58,+25.593s,15
4,44,Lewis HamiltonHAM,Mercedes,58,+28.543s,12
5,4,Lando NorrisNOR,McLaren Mercedes,58,+53.303s,10
6,3,Daniel RicciardoRIC,McLaren Mercedes,58,+53.737s,8
7,31,Esteban OconOCO,Alpine Renault,58,+61.683s,6
8,77,Valtteri BottasBOT,Alfa Romeo Ferrari,58,+68.439s,4
9,10,Pierre GaslyGAS,AlphaTauri RBPT,58,+76.221s,2
10,23,Alexander AlbonALB,Williams Mercedes,58,+79.382s,1
11,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,58,+81.695s,0
12,18,Lance StrollSTR,Aston Martin Aramco Mercedes,58,+88.598s,0
13,47,Mick SchumacherMSC,Haas Ferrari,57,+1 lap,0
14,20,Kevin MagnussenMAG,Haas Ferrari,57,+1 lap,0
15,22,Yuki TsunodaTSU,AlphaTauri RBPT,57,+1 lap,0
16,6,Nicholas LatifiLAT,Williams Mercedes,57,+1 lap,0
17,14,Fernando AlonsoALO,Alpine Renault,57,+1 lap,0
NC,1,Max VerstappenVER,Red Bull Racing RBPT,38,DNF,0
NC,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,22,DNF,0
NC,55,Carlos SainzSAI,Ferrari,1,DNF,0
