Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing RBPT,66,1:37:20.475,25
2,11,Sergio PerezPER,Red Bull Racing RBPT,66,+13.072s,19
3,63,George RussellRUS,Mercedes,66,+32.927s,15
4,55,Carlos SainzSAI,Ferrari,66,+45.208s,12
5,44,Lewis HamiltonHAM,Mercedes,66,+54.534s,10
6,77,Valtteri BottasBOT,Alfa Romeo Ferrari,66,+59.976s,8
7,31,Esteban OconOCO,Alpine Renault,66,+75.397s,6
8,4,Lando NorrisNOR,McLaren Mercedes,66,+83.235s,4
9,14,Fernando AlonsoALO,Alpine Renault,65,+1 lap,2
10,22,Yuki TsunodaTSU,AlphaTauri RBPT,65,+1 lap,1
11,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,65,+1 lap,0
12,3,Daniel RicciardoRIC,McLaren Mercedes,65,+1 lap,0
13,10,Pierre GaslyGAS,AlphaTauri RBPT,65,+1 lap,0
14,47,Mick SchumacherMSC,Haas Ferrari,65,+1 lap,0
15,18,Lance StrollSTR,Aston Martin Aramco Mercedes,65,+1 lap,0
16,6,Nicholas LatifiLAT,Williams Mercedes,64,+2 laps,0
17,20,Kevin MagnussenMAG,Haas Ferrari,64,+2 laps,0
18,23,Alexander AlbonALB,Williams Mercedes,64,+2 laps,0
NC,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,28,DNF,0
NC,16,Charles LeclercLEC,Ferrari,27,DNF,0
