Pos,No,Driver,Car,Laps,Time/retired,Pts
1,16,Charles LeclercLEC,Ferrari,71,1:24:24.312,25
2,1,Max VerstappenVER,Red Bull Racing RBPT,71,+1.532s,19
3,44,Lewis HamiltonHAM,Mercedes,71,+41.217s,15
4,63,George RussellRUS,Mercedes,71,+58.972s,12
5,31,Esteban OconOCO,Alpine Renault,71,+68.436s,10
6,47,Mick SchumacherMSC,Haas Ferrari,70,+1 lap,8
7,4,Lando NorrisNOR,McLaren Mercedes,70,+1 lap,6
8,20,Kevin MagnussenMAG,Haas Ferrari,70,+1 lap,4
9,3,Daniel RicciardoRIC,McLaren Mercedes,70,+1 lap,2
10,14,Fernando AlonsoALO,Alpine Renault,70,+1 lap,1
11,77,Valtteri BottasBOT,Alfa Romeo Ferrari,70,+1 lap,0
12,23,Alexander AlbonALB,Williams Mercedes,70,+1 lap,0
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,70,+1 lap,0
14,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,70,+1 lap,0
15,10,Pierre GaslyGAS,AlphaTauri RBPT,70,+1 lap,0
16,22,Yuki TsunodaTSU,AlphaTauri RBPT,70,+1 lap,0
17,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,70,+1 lap,0
NC,55,Carlos SainzSAI,Ferrari,56,DNF,0
NC,6,Nicholas LatifiLAT,Williams Mercedes,48,DNF,0
NC,11,Sergio PerezPER,Red Bull Racing RBPT,24,DNF,0
