Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing RBPT,28,3:01:44.004,25
2,11,Sergio PerezPER,Red Bull Racing RBPT,28,+27.066s,18
3,16,Charles LeclercLEC,Ferrari,28,+31.763s,15
4,31,Esteban OconOCO,Alpine Renault,28,+39.685s,12
5,44,Lewis HamiltonHAM,Mercedes,28,+40.326s,10
6,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,28,+46.358s,8
7,14,Fernando AlonsoALO,Alpine Renault,28,+46.369s,6
8,63,George RussellRUS,Mercedes,28,+47.661s,4
9,6,Nicholas LatifiLAT,Williams Mercedes,28,+70.143s,2
10,4,Lando NorrisNOR,McLaren Mercedes,28,+70.782s,1
11,3,Daniel RicciardoRIC,McLaren Mercedes,28,+72.877s,0
12,18,Lance StrollSTR,Aston Martin Aramco Mercedes,28,+73.904s,0
13,22,Yuki TsunodaTSU,AlphaTauri RBPT,28,+75.599s,0
14,20,Kevin MagnussenMAG,Haas Ferrari,28,+86.016s,0
15,77,Valtteri BottasBOT,Alfa Romeo Ferrari,28,+86.496s,0
16,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,28,+87.043s,0
17,47,Mick SchumacherMSC,Haas Ferrari,28,+92.523s,0
18,10,Pierre GaslyGAS,AlphaTauri RBPT,28,+108.091s,0
NC,55,Carlos SainzSAI,Ferrari,0,DNF,0
NC,23,Alexander AlbonALB,Williams Mercedes,0,DNF,0
