Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Sergio PerezPER,Red Bull Racing RBPT,64,1:56:30.265,25
2,55,Carlos SainzSAI,Ferrari,64,+1.154s,18
3,1,Max VerstappenVER,Red Bull Racing RBPT,64,+1.491s,15
4,16,Charles LeclercLEC,Ferrari,64,+2.922s,12
5,63,George RussellRUS,Mercedes,64,+11.968s,10
6,4,Lando NorrisNOR,McLaren Mercedes,64,+12.231s,9
7,14,Fernando AlonsoALO,Alpine Renault,64,+46.358s,6
8,44,Lewis HamiltonHAM,Mercedes,64,+50.388s,4
9,77,Valtteri BottasBOT,Alfa Romeo Ferrari,64,+52.525s,2
10,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,64,+53.536s,1
11,10,Pierre GaslyGAS,AlphaTauri RBPT,64,+54.289s,0
12,31,Esteban OconOCO,Alpine Renault,64,+55.644s,0
13,3,Daniel RicciardoRIC,McLaren Mercedes,64,+57.635s,0
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,64,+60.802s,0
15,6,Nicholas LatifiLAT,Williams Mercedes,63,+1 lap,0
16,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,63,+1 lap,0
17,22,Yuki TsunodaTSU,AlphaTauri RBPT,63,+1 lap,0
NC,23,Alexander AlbonALB,Williams Mercedes,48,DNF,0
NC,47,Mick SchumacherMSC,Haas Ferrari,24,DNF,0
NC,20,Kevin MagnussenMAG,Haas Ferrari,19,DNF,0
