Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing RBPT,50,1:24:19.293,25
2,16,Charles LeclercLEC,Ferrari,50,+0.549s,19
3,55,Carlos SainzSAI,Ferrari,50,+8.097s,15
4,11,Sergio PerezPER,Red Bull Racing RBPT,50,+10.800s,12
5,63,George RussellRUS,Mercedes,50,+32.732s,10
6,31,Esteban OconOCO,Alpine Renault,50,+56.017s,8
7,4,Lando NorrisNOR,McLaren Mercedes,50,+56.124s,6
8,10,Pierre GaslyGAS,AlphaTauri RBPT,50,+62.946s,4
9,20,Kevin MagnussenMAG,Haas Ferrari,50,+64.308s,2
10,44,Lewis HamiltonHAM,Mercedes,50,+73.948s,1
11,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,50,+82.215s,0
12,27,Nico HulkenbergHUL,Aston Martin Aramco Mercedes,50,+91.742s,0
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,49,+1 lap,0
14,23,Alexander AlbonALB,Williams Mercedes,47,DNF,0
NC,77,Valtteri BottasBOT,Alfa Romeo Ferrari,36,DNF,0
NC,14,Fernando AlonsoALO,Alpine Renault,35,DNF,0
NC,3,Daniel RicciardoRIC,McLaren Mercedes,35,DNF,0
NC,6,Nicholas LatifiLAT,Williams Mercedes,14,DNF,0
NC,22,Yuki TsunodaTSU,AlphaTauri RBPT,0,DNS,0
