Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing RBPT,58,1:27:45.914,25
2,16,Charles LeclercLEC,Ferrari,58,+8.771s,18
3,11,Sergio PerezPER,Red Bull Racing RBPT,58,+10.093s,15
4,55,Carlos SainzSAI,Ferrari,58,+24.892s,12
5,63,George RussellRUS,Mercedes,58,+35.888s,10
6,4,Lando NorrisNOR,McLaren Mercedes,58,+56.234s,9
7,31,Esteban OconOCO,Alpine Renault,58,+57.240s,6
8,18,Lance StrollSTR,Aston Martin Aramco Mercedes,58,+76.931s,4
9,3,Daniel RicciardoRIC,McLaren Mercedes,58,+83.268s,2
10,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,58,+83.898s,1
11,22,Yuki TsunodaTSU,AlphaTauri RBPT,58,+89.371s,0
12,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,57,+1 lap,0
13,23,Alexander AlbonALB,Williams Mercedes,57,+1 lap,0
14,10,Pierre GaslyGAS,AlphaTauri RBPT,57,+1 lap,0
15,77,Valtteri BottasBOT,Alfa Romeo Ferrari,57,+1 lap,0
16,47,Mick SchumacherMSC,Haas Ferrari,57,+1 lap,0
17,20,Kevin MagnussenMAG,Haas Ferrari,57,+1 lap,0
18,44,Lewis HamiltonHAM,Mercedes,55,DNF,0
19,6,Nicholas LatifiLAT,Williams Mercedes,55,DNF,0
NC,14,Fernando AlonsoALO,Alpine Renault,27,DNF,0
