Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing RBPT,72,1:36:42.773,26
2,63,George RussellRUS,Mercedes,72,+4.071s,18
3,16,Charles LeclercLEC,Ferrari,72,+10.929s,15
4,44,Lewis HamiltonHAM,Mercedes,72,+13.016s,12
5,11,Sergio PerezPER,Red Bull Racing RBPT,72,+18.168s,10
6,14,Fernando AlonsoALO,Alpine Renault,72,+18.754s,8
7,4,Lando NorrisNOR,McLaren Mercedes,72,+19.306s,6
8,55,Carlos SainzSAI,Ferrari,72,+20.916s,4
9,31,Esteban OconOCO,Alpine Renault,72,+21.117s,2
10,18,Lance StrollSTR,Aston Martin Aramco Mercedes,72,+22.459s,1
11,10,Pierre GaslyGAS,AlphaTauri RBPT,72,+27.009s,0
12,23,Alexander AlbonALB,Williams Mercedes,72,+30.390s,0
13,47,Mick SchumacherMSC,Haas Ferrari,72,+32.995s,0
14,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,72,+36.007s,0
15,20,Kevin MagnussenMAG,Haas Ferrari,72,+36.869s,0
16,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,72,+37.320s,0
17,3,Daniel RicciardoRIC,McLaren Mercedes,72,+37.764s,0
18,6,Nicholas LatifiLAT,Williams Mercedes,71,+1 lap,0
NC,77,Valtteri BottasBOT,Alfa Romeo Ferrari,53,DNF,0
NC,22,Yuki TsunodaTSU,AlphaTauri RBPT,43,DNF,0
