Pos,No,Driver,Car,Time
1,10,Graham HillHIL,BRM,1:30.700
2,6,Jim ClarkCLA,Lotus Climax,1:31.000
3,22,Richie GintherGIN,Honda,1:31.000
4,2,John SurteesSUR,Ferrari,1:31.000
5,16,Dan GurneyGUR,Brabham Climax,1:31.200
6,12,Jackie StewartSTE,BRM,1:31.400
7,14,Denny HulmeHUL,Brabham Climax,1:32.000
8,8,Mike SpenceSPE,Lotus Climax,1:32.200
9,18,Bruce McLarenMCL,Cooper Climax,1:32.600
10,28,Jo SiffertSIF,Brabham Climax,1:32.900
11,30,Frank GardnerGAR,Brabham Ford,1:32.900
12,4,Lorenzo BandiniBAN,Ferrari,1:33.100
13,38,Innes IrelandIRE,Lotus BRM,1:33.400
14,20,Jochen RindtRIN,Cooper Climax,1:33.700
15,26,Jo BonnierBON,Brabham Climax,1:33.800
16,36,Bob AndersonAND,Lotus Climax,1:34.100
17,34,Richard AttwoodATT,Lotus BRM,1:34.600
