Pos,No,Driver,Car,Time
1,5,Jim ClarkCLA,Lotus Climax,1:56.170
2,8,Dan GurneyGUR,Brabham Climax,1:56.240
3,11,Richie GintherGIN,Honda,1:56.480
4,7,Jack BrabhamBRA,Brabham Climax,1:56.780
5,3,Graham HillHIL,BRM,1:57.060
6,6,Mike SpenceSPE,Lotus Climax,1:57.220
7,2,Lorenzo BandiniBAN,Ferrari,1:57.310
8,4,Jackie StewartSTE,BRM,1:57.530
9,18,Moises SolanaSOL,Lotus Climax,1:57.550
10,12,Ronnie BucknumBUC,Honda,1:57.880
11,16,Jo SiffertSIF,Brabham Climax,1:57.940
12,15,Jo BonnierBON,Brabham Climax,1:58.220
13,14,Pedro RodriguezROD,Ferrari,1:59.060
14,9,Bruce McLarenMCL,Cooper Climax,1:59.150
15,10,Jochen RindtRIN,Cooper Climax,1:59.300
16,21,Richard AttwoodATT,Lotus BRM,2:00.610
17,22,Bob BondurantBON,Lotus BRM,2:00.800
