Pos,No,Driver,Car,Time
1,3,Graham HillHIL,BRM,1:11.250
2,5,Jim ClarkCLA,Lotus Climax,1:11.350
3,11,Richie GintherGIN,Honda,1:11.400
4,6,Mike SpenceSPE,Lotus Climax,1:11.500
5,2,Lorenzo BandiniBAN,Ferrari,1:11.730
6,4,Jackie StewartSTE,BRM,1:11.760
7,7,Jack BrabhamBRA,Brabham Climax,1:12.200
8,8,Dan GurneyGUR,Brabham Climax,1:12.250
9,9,Bruce McLarenMCL,Cooper Climax,1:12.450
10,15,Jo BonnierBON,Brabham Climax,1:12.450
11,16,Jo SiffertSIF,Brabham Climax,1:12.500
12,12,Ronnie BucknumBUC,Honda,1:12.700
13,10,Jochen RindtRIN,Cooper Climax,1:12.900
14,24,Bob BondurantBON,Ferrari,1:12.900
15,14,Pedro RodriguezROD,Ferrari,1:13.000
16,21,Richard AttwoodATT,Lotus BRM,1:13.700
17,18,Moises SolanaSOL,Lotus Climax,1:13.700
18,22,Innes IrelandIRE,Lotus BRM,1:15.000
