Pos,No,Driver,Car,Time
1,24,Jim ClarkCLA,Lotus Climax,1:35.900
2,8,John SurteesSUR,Ferrari,1:36.100
3,32,Jackie StewartSTE,BRM,1:36.600
4,30,Graham HillHIL,BRM,1:37.100
5,4,Lorenzo BandiniBAN,Ferrari,1:37.200
6,22,Ronnie BucknumBUC,Honda,1:37.300
7,18,Jochen RindtRIN,Cooper Climax,1:37.700
8,26,Mike SpenceSPE,Lotus Climax,1:37.800
9,12,Dan GurneyGUR,Brabham Climax,1:38.100
10,44,Jo SiffertSIF,Brabham Climax,1:38.200
11,16,Bruce McLarenMCL,Cooper Climax,1:38.200
12,14,Denny HulmeHUL,Brabham Climax,1:38.300
13,40,Richard AttwoodATT,Lotus BRM,1:38.800
14,42,Jo BonnierBON,Brabham Climax,1:38.900
15,6,Nino VaccarellaVAC,Ferrari,1:38.900
16,46,Frank GardnerGAR,Brabham Ford,1:38.900
17,20,Richie GintherGIN,Honda,1:39.600
18,38,Innes IrelandIRE,Lotus BRM,1:39.800
19,10,Giancarlo BaghettiBAG,Brabham Climax,1:40.900
20,28,Giacomo RussoRUS,Lotus Climax,1:41.700
21,50,Roberto BussinelloBUS,BRM,1:41.700
22,52,Giorgio BassiBAS,BRM,1:45.400
23,48,Masten GregoryGRE,BRM,1:45.600
