Pos,No,Driver,Car,Time
1,7,Graham HillHIL,BRM,3:45.400
2,17,Jim ClarkCLA,Lotus Climax,3:47.500
3,8,Jackie StewartSTE,BRM,3:48.800
4,10,Richie GintherGIN,Honda,3:49.000
5,15,Dan GurneyGUR,Brabham Climax,3:49.200
6,1,John SurteesSUR,Ferrari,3:49.500
7,20,Jo BonnierBON,Brabham Climax,3:49.700
8,21,Jo SiffertSIF,Brabham Climax,3:50.700
9,4,Bruce McLarenMCL,Cooper Climax,3:51.300
10,14,Jack BrabhamBRA,Brabham Climax,3:51.500
11,11,Ronnie BucknumBUC,Honda,3:52.300
12,18,Mike SpenceSPE,Lotus Climax,3:52.600
13,23,Richard AttwoodATT,Lotus BRM,3:53.200
14,5,Jochen RindtRIN,Cooper Climax,3:53.300
15,2,Lorenzo BandiniBAN,Ferrari,3:54.000
16,22,Innes IrelandIRE,Lotus BRM,3:57.400
17,27,Lucien BianchiBIA,BRM,3:59.000
18,26,Frank GardnerGAR,Brabham Ford,3:59.400
19,29,Masten GregoryGRE,BRM,4:02.800
