Pos,No,Driver,Car,Time
1,3,Graham HillHIL,BRM,1:32.500
2,1,Jack BrabhamBRA,Brabham Climax,1:32.800
3,4,Jackie StewartSTE,BRM,1:32.900
4,17,Lorenzo BandiniBAN,Ferrari,1:33.000
5,18,John SurteesSUR,Ferrari,1:33.200
6,15,Richard AttwoodATT,Lotus BRM,1:33.900
7,7,Bruce McLarenMCL,Cooper Climax,1:34.300
8,2,Denny HulmeHUL,Brabham Climax,1:34.500
9,9,Bob AndersonAND,Lotus Climax,1:35.500
10,14,Jo SiffertSIF,Brabham Climax,1:36.000
11,11,Frank GardnerGAR,Brabham Ford,1:36.000
12,16,Mike HailwoodHAI,Lotus BRM,1:36.500
13,12,Jo BonnierBON,Brabham Climax,1:36.500
14,10,Paul HawkinsHAW,Lotus Climax,1:37.000
15,19,Ronnie BucknumBUC,Honda,1:37.000
16,20,Richie GintherGIN,Honda,1:39.700
