Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:14.912,1:14.357,1:13.622,21
2,6,Nico RosbergROS,Mercedes,1:14.873,1:14.043,1:13.791,24
3,44,Lewis HamiltonHAM,Mercedes,1:14.826,1:14.056,1:13.942,21
4,5,Sebastian VettelVET,Ferrari,1:14.610,1:14.318,1:14.552,23
5,27,Nico HulkenbergHUL,Force India Mercedes,1:15.333,1:14.989,1:14.726,25
6,7,Kimi RäikkönenRAI,Ferrari,1:15.499,1:14.789,1:14.732,25
7,55,Carlos SainzSAI,Toro Rosso Ferrari,1:15.467,1:14.805,1:14.749,23
8,11,Sergio PerezPER,Force India Mercedes,1:15.328,1:14.937,1:14.902,28
9,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:15.384,1:14.794,1:15.273,23
10,14,Fernando AlonsoALO,McLaren Honda,1:15.504,1:15.107,1:15.363,26
11,77,Valtteri BottasBOT,Williams Mercedes,1:15.521,1:15.273,,15
12,21,Esteban Gutierrez GUT,Haas Ferrari,1:15.592,1:15.293,,22
13,22,Jenson ButtonBUT,McLaren Honda,1:15.554,1:15.352,,15
14,19,Felipe MassaMAS,Williams Mercedes,1:15.710,1:15.385,,19
15,8,Romain GrosjeanGRO,Haas Ferrari,1:15.465,1:15.571,,22
16,20,Kevin MagnussenMAG,Renault,1:16.253,1:16.058,,22
17,9,Marcus EricssonERI,Sauber Ferrari,1:16.299,,,12
18,30,Jolyon PalmerPAL,Renault,1:16.586,,,12
19,88,Rio HaryantoHAR,MRT Mercedes,1:17.295,,,12
20,94,Pascal WehrleinWEH,MRT Mercedes,1:17.452,,,12
NC,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:22.467,,,3
NC,12,Felipe NasrNAS,Sauber Ferrari,DNS,,,1
