Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:06.947,1:06.228,1:07.922,21
2,6,Nico RosbergROS,Mercedes,1:06.516,1:06.403,1:08.465,20
3,27,Nico HulkenbergHUL,Force India Mercedes,1:07.385,1:07.257,1:09.285,25
4,5,Sebastian VettelVET,Ferrari,1:06.761,1:06.602,1:09.781,18
5,22,Jenson ButtonBUT,McLaren Honda,1:07.653,1:07.572,1:09.900,22
6,7,Kimi RäikkönenRAI,Ferrari,1:07.240,1:06.940,1:09.901,21
7,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:07.500,1:06.840,1:09.980,20
8,77,Valtteri BottasBOT,Williams Mercedes,1:07.148,1:06.911,1:10.440,18
9,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:07.131,1:06.866,1:11.153,17
10,19,Felipe MassaMAS,Williams Mercedes,1:07.419,1:07.145,1:11.977,21
11,21,Esteban Gutierrez GUT,Haas Ferrari,1:07.660,1:07.578,,18
12,94,Pascal WehrleinWEH,MRT Mercedes,1:07.565,1:07.700,,17
13,8,Romain GrosjeanGRO,Haas Ferrari,1:07.662,1:07.850,,19
14,14,Fernando AlonsoALO,McLaren Honda,1:07.671,1:08.154,,12
15,55,Carlos SainzSAI,Toro Rosso Ferrari,1:07.618,,,10
16,11,Sergio PerezPER,Force India Mercedes,1:07.657,,,5
17,20,Kevin MagnussenMAG,Renault,1:07.941,,,10
18,30,Jolyon PalmerPAL,Renault,1:07.965,,,9
19,88,Rio HaryantoHAR,MRT Mercedes,1:08.026,,,11
20,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:08.409,,,8
21,9,Marcus EricssonERI,Sauber Ferrari,1:08.418,,,12
22,12,Felipe NasrNAS,Sauber Ferrari,1:08.446,,,13
