Pos,No,Driver,Car,Time,Gap
1,2,Alain ProstPRO,McLaren Honda,1:26.873,
2,1,Ayrton SennaSEN,McLaren Honda,1:27.178,+0.305s
3,6,Riccardo PatresePAT,Williams Renault,1:28.109,+1.236s
4,27,Nigel MansellMAN,Ferrari,1:28.197,+1.324s
5,28,Gerhard BergerBER,Ferrari,1:28.509,+1.636s
6,5,Thierry BoutsenBOU,Williams Renault,1:28.610,+1.737s
7,19,Alessandro NanniniNAN,Benetton Ford,1:28.968,+2.095s
8,8,Stefano ModenaMOD,Brabham Judd,1:29.510,+2.637s
9,26,Olivier GrouillardGRO,Ligier Ford,1:29.580,+2.707s
10,16,Ivan CapelliCAP,March Judd,1:29.606,+2.733s
11,9,Derek WarwickWAR,Arrows Ford,1:29.667,+2.794s
12,22,Andrea de CesarisDEC,Dallara Ford,1:29.723,+2.850s
13,24,Luis Perez-SalaPER,Minardi Ford,1:29.727,+2.854s
14,11,Nelson PiquetPIQ,Lotus Judd,1:29.734,+2.861s
15,7,Martin BrundleBRU,Brabham Judd,1:29.792,+2.919s
16,10,Eddie  CheeverCHE,Arrows Ford,1:29.986,+3.113s
17,23,Pierluigi MartiniMAR,Minardi Ford,1:30.209,+3.336s
18,30,Philippe AlliotALL,Lola Lamborghini,1:30.314,+3.441s
19,17,Nicola LariniLAR,Osella Ford,1:30.591,+3.718s
20,40,Gabriele TarquiniTAR,AGS Ford,1:30.658,+3.785s
21,21,Alex CaffiCAF,Dallara Ford,1:30.671,+3.798s
22,20,Johnny HerbertHER,Benetton Ford,1:30.808,+3.935s
23,38,Christian DannerDAN,Rial Ford,1:30.861,+3.988s
24,25,Rene ArnouxARN,Ligier Ford,1:31.558,+4.685s
25,15,Mauricio GugelminGUG,March Judd,1:31.725,+4.852s
26,3,Jonathan  PalmerPAL,Tyrrell Ford,1:31.778,+4.905s
27,29,Yannick DalmasDAL,Lola Lamborghini,1:32.300,+5.427s
28,31,Roberto MorenoMOR,Coloni Ford,1:33.007,+6.134s
29,12,Satoru NakajimaNAK,Lotus Judd,1:33.898,+7.025s
30,4,Michele AlboretoALB,Tyrrell Ford,1:34.301,+7.428s
