Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,27,Jean AlesiALE,Ferrari,5,14:09:54,29.669,29.669
1,28,Gerhard BergerBER,Ferrari,6,14:12:12,22.819,22.819
2,27,Jean AlesiALE,Ferrari,7,14:14:26,32.700,1:02.369
1,14,Rubens BarrichelloBAR,Jordan Peugeot,8,14:16:31,32.927,32.927
1,2,Johnny HerbertHER,Benetton Renault,8,14:16:33,32.418,32.418
1,26,Olivier PanisPAN,Ligier Mugen Honda,8,14:16:36,43.864,43.864
1,5,Damon HillHIL,Williams Renault,9,14:18:11,34.168,34.168
1,30,Heinz-Harald FrentzenFRE,Sauber Ford,9,14:18:34,34.495,34.495
1,4,Mika SaloSAL,Tyrrell Yamaha,9,14:18:35,35.949,35.949
1,1,Michael SchumacherMSC,Benetton Renault,10,14:19:58,32.522,32.522
1,6,David CoulthardCOU,Williams Renault,10,14:20:22,33.720,33.720
1,3,Ukyo KatayamaKAT,Tyrrell Yamaha,10,14:20:48,37.733,37.733
1,8,Mika HakkinenHAK,McLaren Mercedes,11,14:22:10,32.172,32.172
1,15,Eddie IrvineIRV,Jordan Peugeot,11,14:22:15,33.734,33.734
1,23,Pedro LamyLAM,Minardi Ford,11,14:22:55,38.484,38.484
1,7,Mark BlundellBLU,McLaren Mercedes,11,14:23:15,32.193,32.193
1,29,Karl WendlingerWEN,Sauber Ford,11,14:23:16,40.231,40.231
1,21,Pedro DinizDIN,Forti Ford,11,14:23:43,42.032,42.032
1,24,Luca BadoerBAD,Minardi Ford,12,14:24:50,36.800,36.800
1,17,Andrea MonterminiMON,Pacific Ilmor,13,14:27:32,42.609,42.609
1,10,Taki InoueINO,Footwork Hart,14,14:29:28,50.203,50.203
2,30,Heinz-Harald FrentzenFRE,Sauber Ford,20,14:39:26,48.218,1:22.713
2,15,Eddie IrvineIRV,Jordan Peugeot,26,14:49:55,48.478,1:22.212
2,2,Johnny HerbertHER,Benetton Renault,26,14:50:03,32.988,1:05.406
2,21,Pedro DinizDIN,Forti Ford,26,14:51:28,45.722,1:27.754
2,8,Mika HakkinenHAK,McLaren Mercedes,28,14:52:55,38.818,1:10.990
2,26,Olivier PanisPAN,Ligier Mugen Honda,28,14:54:10,39.145,1:23.009
2,10,Taki InoueINO,Footwork Hart,27,14:54:16,42.473,1:32.676
2,1,Michael SchumacherMSC,Benetton Renault,31,14:57:42,36.547,1:09.069
2,4,Mika SaloSAL,Tyrrell Yamaha,31,14:59:35,36.702,1:12.651
2,7,Mark BlundellBLU,McLaren Mercedes,31,14:59:52,36.407,1:08.600
2,6,David CoulthardCOU,Williams Renault,34,15:03:24,35.561,1:09.281
2,24,Luca BadoerBAD,Minardi Ford,33,15:03:57,37.637,1:14.437
2,5,Damon HillHIL,Williams Renault,35,15:04:53,34.638,1:08.806
2,23,Pedro LamyLAM,Minardi Ford,35,15:08:03,43.364,1:21.848
3,5,Damon HillHIL,Williams Renault,37,15:09:11,57.219,2:06.025
3,15,Eddie IrvineIRV,Jordan Peugeot,37,15:09:43,33.109,1:55.321
2,29,Karl WendlingerWEN,Sauber Ford,38,15:12:59,35.637,1:15.868
3,2,Johnny HerbertHER,Benetton Renault,40,15:14:50,32.594,1:38.000
3,29,Karl WendlingerWEN,Sauber Ford,39,15:15:30,48.847,2:04.715
3,30,Heinz-Harald FrentzenFRE,Sauber Ford,40,15:15:43,1:13.530,2:36.243
