Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:16.883,,37
2,77,Valtteri BottasBOT,Mercedes,1:17.170,+0.287s,38
3,33,Max VerstappenVER,Red Bull Racing Honda,1:17.704,+0.821s,33
4,3,Daniel RicciardoRIC,Renault,1:17.868,+0.985s,34
5,8,Romain GrosjeanGRO,Haas Ferrari,1:18.133,+1.250s,29
6,16,Charles LeclercLEC,Ferrari,1:18.147,+1.264s,35
7,55,Carlos SainzSAI,McLaren Renault,1:18.214,+1.331s,33
8,11,Sergio PerezPER,Racing Point BWT Mercedes,1:18.293,+1.410s,39
9,31,Esteban OconOCO,Renault,1:18.303,+1.420s,40
10,10,Pierre GaslyGAS,AlphaTauri Honda,1:18.312,+1.429s,40
11,18,Lance StrollSTR,Racing Point BWT Mercedes,1:18.357,+1.474s,39
12,5,Sebastian VettelVET,Ferrari,1:18.404,+1.521s,36
13,23,Alexander AlbonALB,Red Bull Racing Honda,1:18.491,+1.608s,35
14,4,Lando NorrisNOR,McLaren Renault,1:18.506,+1.623s,38
15,26,Daniil KvyatKVY,AlphaTauri Honda,1:18.642,+1.759s,39
16,20,Kevin MagnussenMAG,Haas Ferrari,1:18.761,+1.878s,36
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:18.900,+2.017s,42
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:18.964,+2.081s,40
19,6,Nicholas LatifiLAT,Williams Mercedes,1:19.155,+2.272s,32
20,63,George RussellRUS,Williams Mercedes,1:19.391,+2.508s,38
